doc,entité,type_temporalite,coref,mention_id,longueur_chaine,chaine_complete
FR100614,"l'ombilic, légèrement mobilisable, de consistance ferme, bien limitée, sensible",BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,masse abdominopelvienne médiane,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,masse pelvienne,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,mis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,normal,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,négative,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,occupant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,positive,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,quatre mois,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,simples,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,suivie,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,trois ans,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,troubles urinaires,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,troubles urinaires ou digestifs,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,trouvé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,une patiente âgée de 24 ans,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,épanchement péritonéal,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,éviter,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100614,elle,ACTOR,Détecté,c1,5,"patiente, ses, son, patiente, elle"
FR100614,patiente,Non annoté,Détecté,c1,5,"patiente, ses, son, patiente, elle"
FR100614,ses,Non annoté,Détecté,c1,5,"patiente, ses, son, patiente, elle"
FR100614,son,Non annoté,Détecté,c1,5,"patiente, ses, son, patiente, elle"
FR100614,troubles,EVENT,Détecté,c10,1,troubles
FR100614,contexte,Non annoté,Détecté,c11,1,contexte
FR100614,apyrexie,EVENT,Détecté,c12,1,apyrexie
FR100614,apyrexie,CLINENTITY,Détecté,c12,1,apyrexie
FR100614,conservation,EVENT,Détecté,c13,1,conservation
FR100614,état,Non annoté,Détecté,c14,1,état
FR100614,examen,EVENT,Détecté,c15,1,examen
FR100614,masse,EVENT,Détecté,c16,2,"masse, masse"
FR100614,masse,CLINENTITY,Détecté,c16,2,"masse, masse"
FR100614,cm,Non annoté,Détecté,c17,1,cm
FR100614,plus,Non annoté,Détecté,c18,1,plus
FR100614,dessus,Non annoté,Détecté,c19,1,dessus
FR100614,antécédent,EVENT,Détecté,c2,1,antécédent
FR100614,ombilic,Non annoté,Détecté,c20,1,ombilic
FR100614,consistance,Non annoté,Détecté,c21,1,consistance
FR100614,échographique,EVENT,Détecté,c22,1,échographique
FR100614,totalité,Non annoté,Détecté,c23,1,totalité
FR100614,pelvis,Non annoté,Détecté,c24,1,pelvis
FR100614,cloisons,EVENT,Détecté,c25,1,cloisons
FR100614,nid,Non annoté,Détecté,c26,1,nid
FR100614,végétations,EVENT,Détecté,c27,1,végétations
FR100614,épanchement,EVENT,Détecté,c28,1,épanchement
FR100614,tomodensitométrie,EVENT,Détecté,c29,1,tomodensitométrie
FR100614,début,EVENT,Détecté,c3,1,début
FR100614,masse,EVENT,Détecté,c30,3,"masse, masse, ses"
FR100614,masse,CLINENTITY,Détecté,c30,3,"masse, masse, ses"
FR100614,ses,Non annoté,Détecté,c30,3,"masse, masse, ses"
FR100614,réhaussement,EVENT,Détecté,c31,1,réhaussement
FR100614,cloisons,EVENT,Détecté,c32,1,cloisons
FR100614,cloisons,EVENT,Détecté,c33,1,cloisons
FR100614,vegétations,Non annoté,Détecté,c34,1,vegétations
FR100614,mm,Non annoté,Détecté,c35,1,mm
FR100614,radiographie,EVENT,Détecté,c36,1,radiographie
FR100614,radiographie,EVENT,Détecté,c37,1,radiographie
FR100614,échographie,EVENT,Détecté,c38,1,échographie
FR100614,anomalie,EVENT,Détecté,c39,1,anomalie
FR100614,symptômes,EVENT,Détecté,c4,1,symptômes
FR100614,taux,EVENT,Détecté,c40,1,taux
FR100614,CA125,Non annoté,Détecté,c41,1,CA125
FR100614,exploration,EVENT,Détecté,c42,2,"exploration, intervention"
FR100614,intervention,EVENT,Détecté,c42,2,"exploration, intervention"
FR100614,kyste,EVENT,Détecté,c43,1,kyste
FR100614,cm,Non annoté,Détecté,c44,1,cm
FR100614,organes,Non annoté,Détecté,c45,1,organes
FR100614,exploration,EVENT,Détecté,c46,1,exploration
FR100614,recherche,Non annoté,Détecté,c47,1,recherche
FR100614,localisation,Non annoté,Détecté,c48,1,localisation
FR100614,rupture,EVENT,Détecté,c49,1,rupture
FR100614,mois,Non annoté,Détecté,c5,1,mois
FR100614,issue,Non annoté,Détecté,c50,1,issue
FR100614,vésicules,EVENT,Détecté,c51,1,vésicules
FR100614,vésicules,CLINENTITY,Détecté,c51,1,vésicules
FR100614,libération,EVENT,Détecté,c52,1,libération
FR100614,adhérences,Non annoté,Détecté,c53,1,adhérences
FR100614,mesures,EVENT,Détecté,c54,1,mesures
FR100614,dissémination,EVENT,Détecté,c55,1,dissémination
FR100614,résection,EVENT,Détecté,c56,1,résection
FR100614,dôme,Non annoté,Détecté,c57,1,dôme
FR100614,étude,EVENT,Détecté,c58,1,étude
FR100614,suites,EVENT,Détecté,c59,1,suites
FR100614,admission,EVENT,Détecté,c6,1,admission
FR100614,tableau,Non annoté,Détecté,c60,1,tableau
FR100614,elle,ACTOR,Détecté,c61,2,"sérologie, elle"
FR100614,sérologie,EVENT,Détecté,c61,2,"sérologie, elle"
FR100614,traitement,EVENT,Détecté,c62,1,traitement
FR100614,albendazole,Non annoté,Détecté,c63,1,albendazole
FR100614,consultation,Non annoté,Détecté,c64,1,consultation
FR100614,gastroentérologie,Non annoté,Détecté,c65,1,gastroentérologie
FR100614,recul,Non annoté,Détecté,c66,1,recul
FR100614,ans,Non annoté,Détecté,c67,1,ans
FR100614,récidive,CLINENTITY,Détecté,c68,1,récidive
FR100614,récidive,EVENT,Détecté,c68,1,récidive
FR100614,douleur,EVENT,Détecté,c7,1,douleur
FR100614,type,Non annoté,Détecté,c8,1,type
FR100614,augmentation,EVENT,Détecté,c9,1,augmentation
FR100620,"1,85L",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,170 L/min,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,2 ans,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,216%,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,45%,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,70%,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,8 épisodes/an,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,8PA,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,"< 0,7",RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,Beta 2 mimétique,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,Histiocytose Langerhansienne pulmonaire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,Le parenchyme pulmonaire gauche,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,Le patient,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,Mr R.Y,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,aux territoires supérieurs,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,bilatérales,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,conservation,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,consommateur,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,demandé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,des aires ganglionnaires,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,des deux pyramides basales,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,des lobes supérieurs,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,des orteils,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,des septas inter lobulaires et sous pleural,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,douleur basithoracique,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,du 4ème espace intercostal droit,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,du poumon,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,du thorax,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,explorer,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,hippocratisme digital,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,hippocratisme digital et des orteils,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,infections respiratoires,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,infections respiratoires à répétition,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,kystiques,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,l'hémithorax droit,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,le lingula,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,le segment latéral du lobe moyen,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,le segment ventral du lobe supérieur,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,les deux pyramides basales,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,lyse osseuse,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,lésions kystiques,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,mis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,normal,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,normale,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,porteur,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,prédominent,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,présenté,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,syndrome inflammatoire biologique,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,tabagique,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,tirage sus sternal,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,tout l'hémithorax droit,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,toux productive,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,trouble ventilatoire obstructif,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,trouvé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,visibles,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,épaississement des septas inter lobulaires et sous pleural diffus,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,épanchement,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100620,Mr,Non annoté,Détecté,c1,2,"Mr, patient"
FR100620,patient,Non annoté,Détecté,c1,2,"Mr, patient"
FR100620,an,Non annoté,Détecté,c10,1,an
FR100620,syndrome,EVENT,Détecté,c100,1,syndrome
FR100620,hyperleucocytose,CLINENTITY,Détecté,c101,1,hyperleucocytose
FR100620,hyperleucocytose,EVENT,Détecté,c101,1,hyperleucocytose
FR100620,anomalies,EVENT,Détecté,c102,1,anomalies
FR100620,lignées,Non annoté,Détecté,c103,1,lignées
FR100620,évolution,EVENT,Détecté,c104,1,évolution
FR100620,récidive,EVENT,Détecté,c105,1,récidive
FR100620,pleurodèse,EVENT,Détecté,c106,1,pleurodèse
FR100620,pleurodèse,EVENT,Détecté,c107,1,pleurodèse
FR100620,biopsie,EVENT,Détecté,c108,2,"biopsie, biopsie"
FR100620,granulome,EVENT,Détecté,c109,1,granulome
FR100620,granulome,CLINENTITY,Détecté,c109,1,granulome
FR100620,ans,Non annoté,Détecté,c11,1,ans
FR100620,cellules,Non annoté,Détecté,c110,1,cellules
FR100620,diagnostic,Non annoté,Détecté,c111,1,diagnostic
FR100620,prise,EVENT,Détecté,c112,1,prise
FR100620,sevrage,EVENT,Détecté,c113,1,sevrage
FR100620,corticothérapie,EVENT,Détecté,c114,1,corticothérapie
FR100620,corticothérapie,EVENT,Détecté,c115,1,corticothérapie
FR100620,Beta,Non annoté,Détecté,c116,1,Beta
FR100620,durée,Non annoté,Détecté,c117,1,durée
FR100620,vaccination,EVENT,Détecté,c118,1,vaccination
FR100620,cas,Non annoté,Détecté,c12,1,cas
FR100620,pneumothorax,EVENT,Détecté,c13,1,pneumothorax
FR100620,pneumothorax,CLINENTITY,Détecté,c13,1,pneumothorax
FR100620,douleur,EVENT,Détecté,c14,1,douleur
FR100620,douleur,EVENT,Détecté,c15,1,douleur
FR100620,coup,Non annoté,Détecté,c16,1,coup
FR100620,dyspnée,EVENT,Détecté,c17,1,dyspnée
FR100620,dyspnée,CLINENTITY,Détecté,c17,1,dyspnée
FR100620,expectorations,EVENT,Détecté,c18,1,expectorations
FR100620,tout,Non annoté,Détecté,c19,1,tout
FR100620,charges,Non annoté,Détecté,c2,1,charges
FR100620,contexte,Non annoté,Détecté,c20,1,contexte
FR100620,apyrexie,EVENT,Détecté,c21,1,apyrexie
FR100620,état,Non annoté,Détecté,c22,1,état
FR100620,examen,EVENT,Détecté,c23,1,examen
FR100620,tirage,EVENT,Détecté,c24,1,tirage
FR100620,DEP,EVENT,Détecté,c25,1,DEP
FR100620,syndrome,EVENT,Détecté,c26,1,syndrome
FR100620,hémithorax,Non annoté,Détecté,c27,2,"hémithorax, hémithorax"
FR100620,hippocratisme,EVENT,Détecté,c28,1,hippocratisme
FR100620,orteils,Non annoté,Détecté,c29,1,orteils
FR100620,Cannabis,Non annoté,Détecté,c3,1,Cannabis
FR100620,radiographie,EVENT,Détecté,c30,1,radiographie
FR100620,thorax,Non annoté,Détecté,c31,2,"thorax, thorax"
FR100620,clarté,EVENT,Détecté,c32,1,clarté
FR100620,trame,EVENT,Détecté,c33,1,trame
FR100620,pneumothorax,EVENT,Détecté,c34,2,"pneumothorax, pneumothorax"
FR100620,pneumothorax,CLINENTITY,Détecté,c34,2,"pneumothorax, pneumothorax"
FR100620,parenchyme,Non annoté,Détecté,c35,2,"parenchyme, siège"
FR100620,siège,Non annoté,Détecté,c35,2,"parenchyme, siège"
FR100620,formations,EVENT,Détecté,c36,7,"images, qui, lésions, étaient, images, formations, y"
FR100620,images,EVENT,Détecté,c36,7,"images, qui, lésions, étaient, images, formations, y"
FR100620,lésions,EVENT,Détecté,c36,7,"images, qui, lésions, étaient, images, formations, y"
FR100620,lésions,CLINENTITY,Détecté,c36,7,"images, qui, lésions, étaient, images, formations, y"
FR100620,qui,Non annoté,Détecté,c36,7,"images, qui, lésions, étaient, images, formations, y"
FR100620,y,Non annoté,Détecté,c36,7,"images, qui, lésions, étaient, images, formations, y"
FR100620,étaient,Non annoté,Détecté,c36,7,"images, qui, lésions, étaient, images, formations, y"
FR100620,taille,Non annoté,Détecté,c37,2,"taille, taille"
FR100620,lobes,Non annoté,Détecté,c38,2,"territoires, lobes"
FR100620,territoires,Non annoté,Détecté,c38,2,"territoires, lobes"
FR100620,distension,EVENT,Détecté,c39,2,"distension, distension"
FR100620,antécédents,EVENT,Détecté,c4,1,antécédents
FR100620,drainage,EVENT,Détecté,c40,2,"drainage, drainage"
FR100620,niveau,Non annoté,Détecté,c41,1,niveau
FR100620,espace,Non annoté,Détecté,c42,1,espace
FR100620,radiographie,EVENT,Détecté,c43,1,radiographie
FR100620,retour,EVENT,Détecté,c44,1,retour
FR100620,poumon,Non annoté,Détecté,c45,1,poumon
FR100620,paroi,Non annoté,Détecté,c46,1,paroi
FR100620,complément,EVENT,Détecté,c47,1,complément
FR100620,niveau,Non annoté,Détecté,c48,1,niveau
FR100620,parois,Non annoté,Détecté,c49,1,parois
FR100620,toux,EVENT,Détecté,c5,1,toux
FR100620,épaississement,EVENT,Détecté,c50,1,épaississement
FR100620,épaississement,EVENT,Détecté,c51,1,épaississement
FR100620,septas,Non annoté,Détecté,c52,1,septas
FR100620,aspect,EVENT,Détecté,c53,1,aspect
FR100620,niveau,Non annoté,Détecté,c54,1,niveau
FR100620,pyramides,Non annoté,Détecté,c55,2,"pyramides, pyramides"
FR100620,lésions,EVENT,Détecté,c56,1,lésions
FR100620,lésions,CLINENTITY,Détecté,c56,1,lésions
FR100620,contours,Non annoté,Détecté,c57,1,contours
FR100620,contours,Non annoté,Détecté,c58,1,contours
FR100620,segment,Non annoté,Détecté,c59,1,segment
FR100620,toux,EVENT,Détecté,c6,2,"toux, toux"
FR100620,lobe,Non annoté,Détecté,c60,1,lobe
FR100620,lingula,Non annoté,Détecté,c61,1,lingula
FR100620,segment,Non annoté,Détecté,c62,1,segment
FR100620,lobe,Non annoté,Détecté,c63,1,lobe
FR100620,aspect,EVENT,Détecté,c64,1,aspect
FR100620,HistiocytoseLangerhansienne,EVENT,Détecté,c65,1,HistiocytoseLangerhansienne
FR100620,HistiocytoseLangerhansienne,CLINENTITY,Détecté,c65,1,HistiocytoseLangerhansienne
FR100620,bronchoscopie,EVENT,Détecté,c66,1,bronchoscopie
FR100620,lavage,EVENT,Détecté,c67,1,lavage
FR100620,LBA,Non annoté,Détecté,c68,2,"LBA, LBA"
FR100620,biopsies,EVENT,Détecté,c69,2,"biopsies, biopsies"
FR100620,dyspnée,EVENT,Détecté,c7,1,dyspnée
FR100620,dyspnée,CLINENTITY,Détecté,c7,1,dyspnée
FR100620,aspect,EVENT,Détecté,c70,1,aspect
FR100620,résultats,EVENT,Détecté,c71,1,résultats
FR100620,bilan,EVENT,Détecté,c72,1,bilan
FR100620,pléthysmographie,EVENT,Détecté,c73,1,pléthysmographie
FR100620,trouble,EVENT,Détecté,c74,1,trouble
FR100620,bronchodilatateurs,Non annoté,Détecté,c75,1,bronchodilatateurs
FR100620,Tiffeneau,Non annoté,Détecté,c76,1,Tiffeneau
FR100620,VEMS,EVENT,Détecté,c77,1,VEMS
FR100620,BD,Non annoté,Détecté,c78,1,BD
FR100620,%,Non annoté,Détecté,c79,1,%
FR100620,infections,EVENT,Détecté,c8,1,infections
FR100620,théorique,Non annoté,Détecté,c80,2,"théorique, théorique"
FR100620,gazométrie,EVENT,Détecté,c81,1,gazométrie
FR100620,TM6M,EVENT,Détecté,c82,1,TM6M
FR100620,distance,EVENT,Détecté,c83,1,distance
FR100620,%,Non annoté,Détecté,c84,1,%
FR100620,bilan,EVENT,Détecté,c85,1,bilan
FR100620,manifestations,Non annoté,Détecté,c86,1,manifestations
FR100620,Histiocytose,EVENT,Détecté,c87,2,"Histiocytose, Histiocytose"
FR100620,Histiocytose,CLINENTITY,Détecté,c87,2,"Histiocytose, Histiocytose"
FR100620,radiographies,EVENT,Détecté,c88,1,radiographies
FR100620,bassin,BODYPART,Détecté,c89,1,bassin
FR100620,épisodes,Non annoté,Détecté,c9,1,épisodes
FR100620,crâne,BODYPART,Détecté,c90,1,crâne
FR100620,panoramique,EVENT,Détecté,c91,1,panoramique
FR100620,lyse,CLINENTITY,Détecté,c92,1,lyse
FR100620,lyse,EVENT,Détecté,c92,1,lyse
FR100620,scintigraphie,EVENT,Détecté,c93,1,scintigraphie
FR100620,examen,EVENT,Détecté,c94,1,examen
FR100620,aires,Non annoté,Détecté,c95,1,aires
FR100620,échographie,EVENT,Détecté,c96,1,échographie
FR100620,hépatomégalie,EVENT,Détecté,c97,1,hépatomégalie
FR100620,hépatomégalie,CLINENTITY,Détecté,c97,1,hépatomégalie
FR100620,nodules,EVENT,Détecté,c98,1,nodules
FR100620,bilan,EVENT,Détecté,c99,1,bilan
FR100623,confirmé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,consulté,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,des vaisseaux mésentériques,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,douleur abdominale,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,du flanc et de la fosse iliaque droite,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,du mésentère,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,formation lipomateuse,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,homogène,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,l'épigastre,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,le cœcum,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,limitée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,normale,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,particularité,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,rapportons,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,retenu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,signal,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,tourbillon des vaisseaux mésentériques,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,une patiente de 7 ans,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100623,Nous,ACTOR,Détecté,c1,2,"Nous, Nous"
FR100623,gaz,EVENT,Détecté,c10,1,gaz
FR100623,gaz,CLINENTITY,Détecté,c10,1,gaz
FR100623,examen,EVENT,Détecté,c11,1,examen
FR100623,bilan,EVENT,Détecté,c12,1,bilan
FR100623,échographie,EVENT,Détecté,c13,2,"échographie, échographie"
FR100623,masse,EVENT,Détecté,c14,2,"masse, masse"
FR100623,masse,CLINENTITY,Détecté,c14,2,"masse, masse"
FR100623,flanc,Non annoté,Détecté,c15,1,flanc
FR100623,fosse,Non annoté,Détecté,c16,1,fosse
FR100623,contours,Non annoté,Détecté,c17,1,contours
FR100623,signe,EVENT,Détecté,c18,1,signe
FR100623,tourbillon,Non annoté,Détecté,c19,1,tourbillon
FR100623,cas,Non annoté,Détecté,c2,2,"cas, cas"
FR100623,leur,Non annoté,Détecté,c20,3,"vaisseaux, vaisseaux, leur"
FR100623,vaisseaux,Non annoté,Détecté,c20,3,"vaisseaux, vaisseaux, leur"
FR100623,tomodensitométrie,EVENT,Détecté,c21,1,tomodensitométrie
FR100623,formation,EVENT,Détecté,c22,2,"formation, lipome"
FR100623,lipome,CLINENTITY,Détecté,c22,2,"formation, lipome"
FR100623,effet,EVENT,Détecté,c23,1,effet
FR100623,cœcum,Non annoté,Détecté,c24,1,cœcum
FR100623,volvulus,EVENT,Détecté,c25,3,"volvulus, volvulus, volvulus"
FR100623,volvulus,CLINENTITY,Détecté,c25,3,"volvulus, volvulus, volvulus"
FR100623,mésentère,Non annoté,Détecté,c26,3,"mésentère, mésentère, mésentère"
FR100623,disposition,EVENT,Détecté,c27,1,disposition
FR100623,origine,Non annoté,Détecté,c28,1,origine
FR100623,diagnostic,EVENT,Détecté,c29,3,"diagnostic, diagnostic, diagnostic"
FR100623,patiente,Non annoté,Détecté,c3,2,"patiente, qui"
FR100623,qui,Non annoté,Détecté,c3,2,"patiente, qui"
FR100623,prise,EVENT,Détecté,c30,1,prise
FR100623,prise,EVENT,Détecté,c31,1,prise
FR100623,analyse,EVENT,Détecté,c32,1,analyse
FR100623,pièce,Non annoté,Détecté,c33,1,pièce
FR100623,apport,Non annoté,Détecté,c34,1,apport
FR100623,scanner,EVENT,Détecté,c35,1,scanner
FR100623,douleur,EVENT,Détecté,c4,1,douleur
FR100623,niveau,Non annoté,Détecté,c5,1,niveau
FR100623,épigastre,Non annoté,Détecté,c6,1,épigastre
FR100623,vomissements,EVENT,Détecté,c7,1,vomissements
FR100623,vomissements,CLINENTITY,Détecté,c7,1,vomissements
FR100623,matières,EVENT,Détecté,c8,1,matières
FR100623,matières,EVENT,Détecté,c9,1,matières
FR100629,10 ans,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,138 battement par minute,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,3 jours,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,30 cycles/minute,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,92%,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,Janvier 2014,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,apyrétique,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,apyrétique,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,douleurs thoraciques type pleural,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,décision,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,détresse respiratoire,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,immuno histochimie,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,l'hémi thorax droit,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,l'hémi-champ thoracique droit,BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,"la 3 ème, 4 ème et la 5 ème cotes droites",BODYPART,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,la patiente,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,métastases ganglionnaires,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,métastases ganglionnaires et pulmonaires,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,normale,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,négatif,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,objectivant,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,objectivé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,opacité de tonalité hydrique,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,polypniéque,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,polypniéque,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,positif,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,quelques jours,TIMEX3,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,réalisée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,sarcome épithélioide type proximal,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,tomodensitométrie,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,une patiente,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,une patiente âgée de 25 ans,ACTOR,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,épaississement pleural,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,épanchement pleural,CLINENTITY,Non détecté,Non applicable,Non applicable,Non applicable
FR100629,patiente,Non annoté,Détecté,c1,4,"qui, patiente, patiente, sa"
FR100629,qui,Non annoté,Détecté,c1,4,"qui, patiente, patiente, sa"
FR100629,sa,Non annoté,Détecté,c1,4,"qui, patiente, patiente, sa"
FR100629,admission,Non annoté,Détecté,c10,1,admission
FR100629,patiente,Non annoté,Détecté,c11,1,patiente
FR100629,cycles,Non annoté,Détecté,c12,1,cycles
