doc,xml_id,entité,type_temporalite,coref,mention_id,longueur_chaine,chaine_complete
FR100480,Non applicable,homard,Non annoté,Détecté,c91,1,homard
FR100480,7643,dossier,EVENT,Détecté,c92,1,dossier
FR100480,8186,aux oncologues,ACTOR (H-PROFESSIONAL),Détecté,c93,1,oncologues
FR100480,7118,traitement,EVENT,Détecté,c94,1,traitement
FR100480,7658,traitement,EVENT,Détecté,c94,1,traitement
FR100480,7028,examen,EVENT,Détecté,c95,1,examen
FR100480,7268,examen,EVENT,Détecté,c95,1,examen
FR100480,7673,examen,EVENT,Détecté,c95,1,examen
FR100480,8232,"1,5 cm",RML,Détecté,c96,1,récidive
FR100480,7748,confirmation,EVENT,Détecté,c96,1,récidive
FR100480,7718/8043,emboles,EVENT/CLINENTITY,Détecté,c96,1,récidive
FR100480,7733,engainements,EVENT,Détecté,c96,1,récidive
FR100480,8051,engainements périnerveux,CLINENTITY,Détecté,c96,1,récidive
FR100480,6998,mélanome,EVENT,Détecté,c96,1,récidive
FR100480,8035,mélanome malin niveau V de Clark,CLINENTITY,Détecté,c96,1,récidive
FR100480,8214,niveau V,RML,Détecté,c96,1,récidive
FR100480,8226,niveau V,RML,Détecté,c96,1,récidive
FR100480,7163/7931,récidive,EVENT/CLINENTITY,Détecté,c96,1,récidive
FR100480,7703/8027,récidive,EVENT/CLINENTITY,Détecté,c96,1,récidive
FR100480,8232,"1,5 cm",RML,Détecté,c97,1,mélanome
FR100480,6998,mélanome,EVENT,Détecté,c97,1,mélanome
FR100480,7915,mélanome malin acro-lentigineux,CLINENTITY,Détecté,c97,1,mélanome
FR100480,8035,mélanome malin niveau V de Clark,CLINENTITY,Détecté,c97,1,mélanome
FR100480,8214,niveau V,RML,Détecté,c97,1,mélanome
FR100480,8226,niveau V,RML,Détecté,c97,1,mélanome
FR100480,7718/8043,emboles,EVENT/CLINENTITY,Détecté,c98,1,présence
FR100480,7733,engainements,EVENT,Détecté,c98,1,présence
FR100480,8051,engainements périnerveux,CLINENTITY,Détecté,c98,1,présence
FR100480,7718/8043,emboles,EVENT/CLINENTITY,Détecté,c99,1,emboles
FR100510,5086,contenait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100510,5011,enveloppée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100510,4966,exposée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100510,5131,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100510,4726,montrée,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100510,4651,révélé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100510,4816,révélé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100510,5056,révélé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100510,4561,antécédents,EVENT,Détecté,c1,2,"qui, patient"
FR100510,4576,consulté,EVENT,Détecté,c1,2,"qui, patient"
FR100510,5485,deux ans,TIMEX3,Détecté,c1,2,"qui, patient"
FR100510,5376,la région scapulaire droite,BODYPART,Détecté,c1,2,"qui, patient"
FR100510,Non applicable,qui,Non annoté,Détecté,c1,2,"qui, patient"
FR100510,4621,signe,EVENT,Détecté,c1,2,"qui, patient"
FR100510,4591/5296,tuméfaction,EVENT/CLINENTITY,Détecté,c1,2,"qui, patient"
FR100510,5466,un patient âgé de 21 ans,ACTOR (PATIENT),Détecté,c1,2,"qui, patient"
FR100510,4606,évoluant,EVENT,Détecté,c1,2,"qui, patient"
FR100510,5473,10cm sur 7cm,RML,Détecté,c10,1,7cm
FR100510,5460,l'épaule,BODYPART,Détecté,c11,1,sensation
FR100510,5388,l'épaule droite,BODYPART,Détecté,c11,1,sensation
FR100510,5382,la scapula,BODYPART,Détecté,c11,1,sensation
FR100510,4696,limitation,EVENT,Détecté,c11,1,sensation
FR100510,4681,sensation,EVENT,Détecté,c11,1,sensation
FR100510,5382,la scapula,BODYPART,Détecté,c12,1,accrochage
FR100510,5424,du pédicule supéro-interne de la scapula,BODYPART,Détecté,c13,5,"scapula, scapula, scapula, sacpula, scapula"
FR100510,5400,la fosse sus épineuse de la scapula,BODYPART,Détecté,c13,5,"scapula, scapula, scapula, sacpula, scapula"
FR100510,5394,la partie supérieure de la scapula,BODYPART,Détecté,c13,5,"scapula, scapula, scapula, sacpula, scapula"
FR100510,5412,la sacpula,BODYPART,Détecté,c13,5,"scapula, scapula, scapula, sacpula, scapula"
FR100510,5382,la scapula,BODYPART,Détecté,c13,5,"scapula, scapula, scapula, sacpula, scapula"
FR100510,5460,l'épaule,BODYPART,Détecté,c14,1,limitation
FR100510,5388,l'épaule droite,BODYPART,Détecté,c14,1,limitation
FR100510,4696,limitation,EVENT,Détecté,c14,1,limitation
FR100510,5460,l'épaule,BODYPART,Détecté,c15,1,mouvements
FR100510,5388,l'épaule droite,BODYPART,Détecté,c15,1,mouvements
FR100510,5460,l'épaule,BODYPART,Détecté,c16,2,"épaule, épaule"
FR100510,5388,l'épaule droite,BODYPART,Détecté,c16,2,"épaule, épaule"
FR100510,4711,radiographie,EVENT,Détecté,c17,1,radiographie
FR100510,5394,la partie supérieure de la scapula,BODYPART,Détecté,c18,1,partie
FR100510,5382,la scapula,BODYPART,Détecté,c18,1,partie
FR100510,5442,une partie de muscle sus épineuse,BODYPART,Détecté,c18,1,partie
FR100510,4756,érosion,EVENT,Détecté,c19,1,érosion
FR100510,5485,deux ans,TIMEX3,Détecté,c2,1,ans
FR100510,5466,un patient âgé de 21 ans,ACTOR (PATIENT),Détecté,c2,1,ans
FR100510,4771,fracture,EVENT,Détecté,c20,1,fracture
FR100510,4786,bilan,EVENT,Détecté,c21,1,bilan
FR100510,4801,TDM,EVENT,Détecté,c22,2,"TDM, qui"
FR100510,Non applicable,qui,Non annoté,Détecté,c22,2,"TDM, qui"
FR100510,4831,tumeur,EVENT,Détecté,c23,2,"tumeur, tumeur"
FR100510,4996/5336,tumeur,EVENT/CLINENTITY,Détecté,c23,2,"tumeur, tumeur"
FR100510,5312,tumeur osseuse,CLINENTITY,Détecté,c23,2,"tumeur, tumeur"
FR100510,5400,la fosse sus épineuse de la scapula,BODYPART,Détecté,c24,2,"fosse, fosse"
FR100510,5436,la fosse sus-épineuse,BODYPART,Détecté,c24,2,"fosse, fosse"
FR100510,5382,la scapula,BODYPART,Détecté,c24,2,"fosse, fosse"
FR100510,5479,"10,5 cm",RML,Détecté,c25,1,diamètre
FR100510,4846,atteinte,EVENT,Détecté,c26,1,marges
FR100510,4846,atteinte,EVENT,Détecté,c27,1,atteinte
FR100510,5406,des parties molles,BODYPART,Détecté,c28,1,parties
FR100510,4861,données,EVENT,Détecté,c29,1,données
FR100510,4561,antécédents,EVENT,Détecté,c3,1,antécédents
FR100510,4876,kyste,EVENT,Détecté,c30,1,kyste
FR100510,4906,kyste,EVENT,Détecté,c30,1,kyste
FR100510,5236,kyste,EVENT,Détecté,c30,1,kyste
FR100510,5320,kyste osseux,CLINENTITY,Détecté,c30,1,kyste
FR100510,5328,kyste osseux anévrismal,CLINENTITY,Détecté,c30,1,kyste
FR100510,5368,kyste osseux anévrysmal,CLINENTITY,Détecté,c30,1,kyste
FR100510,4891,biopsie,EVENT,Détecté,c31,2,"biopsie, dont"
FR100510,Non applicable,dont,Non annoté,Détecté,c31,2,"biopsie, dont"
FR100510,Non applicable,le résultat,Non annoté,Détecté,c32,1,résultat
FR100510,4876,kyste,EVENT,Détecté,c33,2,"kyste, kyste"
FR100510,4906,kyste,EVENT,Détecté,c33,2,"kyste, kyste"
FR100510,5236,kyste,EVENT,Détecté,c33,2,"kyste, kyste"
FR100510,5320,kyste osseux,CLINENTITY,Détecté,c33,2,"kyste, kyste"
FR100510,5328,kyste osseux anévrismal,CLINENTITY,Détecté,c33,2,"kyste, kyste"
FR100510,5368,kyste osseux anévrysmal,CLINENTITY,Détecté,c33,2,"kyste, kyste"
FR100510,4921,décision,EVENT,Détecté,c34,1,décision
FR100510,4936,exerce,EVENT,Détecté,c35,2,"exerce, intervention"
FR100510,4951,intervention,EVENT,Détecté,c35,2,"exerce, intervention"
FR100510,4741,lésion,EVENT,Détecté,c35,2,"exerce, intervention"
FR100510,5146,lésion,EVENT,Détecté,c35,2,"exerce, intervention"
FR100510,5344,lésion,CLINENTITY,Détecté,c35,2,"exerce, intervention"
FR100510,Non applicable,une voie,Non annoté,Détecté,c36,1,voie
FR100510,Non applicable,deux branches,Non annoté,Détecté,c37,1,branches
FR100510,5418,le bord spinal,BODYPART,Détecté,c38,1,bord
FR100510,Non applicable,l' autre,Non annoté,Détecté,c39,1,autre
FR100510,5394,la partie supérieure de la scapula,BODYPART,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,5376,la région scapulaire droite,BODYPART,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,5382,la scapula,BODYPART,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,4741,lésion,EVENT,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,5146,lésion,EVENT,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,5344,lésion,CLINENTITY,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,5304,lésion osseuse,CLINENTITY,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,4591/5296,tuméfaction,EVENT/CLINENTITY,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,5360,volumineuse lésion avec des espaces kystiques,CLINENTITY,Détecté,c4,4,"tuméfaction, lésion, lésion, lésion"
FR100510,5418,le bord spinal,BODYPART,Détecté,c40,1,bord
FR100510,4981,hémostase,EVENT,Détecté,c41,1,hémostase
FR100510,5382,la scapula,BODYPART,Détecté,c41,1,hémostase
FR100510,5424,du pédicule supéro-interne de la scapula,BODYPART,Détecté,c42,1,pédicule
FR100510,5382,la scapula,BODYPART,Détecté,c42,1,pédicule
FR100510,5430,les muscles alentour,BODYPART,Détecté,c43,1,muscles
FR100510,5251,excision,EVENT,Détecté,c44,2,"résection, excision"
FR100510,4741,lésion,EVENT,Détecté,c44,2,"résection, excision"
FR100510,5146,lésion,EVENT,Détecté,c44,2,"résection, excision"
FR100510,5344,lésion,CLINENTITY,Détecté,c44,2,"résection, excision"
FR100510,4666,masse,EVENT,Détecté,c44,2,"résection, excision"
FR100510,5071,masse,EVENT,Détecté,c44,2,"résection, excision"
FR100510,5026,résection,EVENT,Détecté,c44,2,"résection, excision"
FR100510,5394,la partie supérieure de la scapula,BODYPART,Détecté,c45,1,partie
FR100510,5442,une partie de muscle sus épineuse,BODYPART,Détecté,c45,1,partie
FR100510,4636,examen,EVENT,Détecté,c46,1,examen
FR100510,5041,examen,EVENT,Détecté,c46,1,examen
FR100510,5116,examen,EVENT,Détecté,c46,1,examen
FR100510,Non applicable,la pièce d' exérèse,Non annoté,Détecté,c47,1,pièce
FR100510,5448,des cloisons fibreuses,BODYPART,Détecté,c48,1,cloisons
FR100510,5448,des cloisons fibreuses,BODYPART,Détecté,c49,1,cloisons
FR100510,5376,la région scapulaire droite,BODYPART,Détecté,c5,1,région
FR100510,5454,des spicules osseux,BODYPART,Détecté,c50,1,spicules
FR100510,5101,signes,EVENT,Détecté,c51,1,signes
FR100510,4636,examen,EVENT,Détecté,c52,1,examen
FR100510,5041,examen,EVENT,Détecté,c52,1,examen
FR100510,5116,examen,EVENT,Détecté,c52,1,examen
FR100510,4741,lésion,EVENT,Détecté,c53,1,lésion
FR100510,5146,lésion,EVENT,Détecté,c53,1,lésion
FR100510,5344,lésion,CLINENTITY,Détecté,c53,1,lésion
FR100510,5304,lésion osseuse,CLINENTITY,Détecté,c53,1,lésion
FR100510,5360,volumineuse lésion avec des espaces kystiques,CLINENTITY,Détecté,c53,1,lésion
FR100510,5221,caractéristiques,EVENT,Détecté,c54,2,"espaces, caractéristiques"
FR100510,5206,cellules,EVENT,Détecté,c54,2,"espaces, caractéristiques"
FR100510,5176,dépôts,EVENT,Détecté,c54,2,"espaces, caractéristiques"
FR100510,5161,espaces,EVENT,Détecté,c54,2,"espaces, caractéristiques"
FR100510,5191,ostéoblastes,EVENT,Détecté,c54,2,"espaces, caractéristiques"
FR100510,5360,volumineuse lésion avec des espaces kystiques,CLINENTITY,Détecté,c54,2,"espaces, caractéristiques"
FR100510,5161,espaces,EVENT,Détecté,c55,1,espaces
FR100510,5360,volumineuse lésion avec des espaces kystiques,CLINENTITY,Détecté,c55,1,espaces
FR100510,5176,dépôts,EVENT,Détecté,c56,1,dépôts
FR100510,Non applicable,hémosidérine,Non annoté,Détecté,c57,1,hémosidérine
FR100510,5191,ostéoblastes,EVENT,Détecté,c58,1,ostéoblastes
FR100510,5206,cellules,EVENT,Détecté,c59,1,cellules
FR100510,5485,deux ans,TIMEX3,Détecté,c6,1,ans
FR100510,5466,un patient âgé de 21 ans,ACTOR (PATIENT),Détecté,c6,1,ans
FR100510,5266,reprise,EVENT,Détecté,c60,1,reprise
FR100510,5281,incidents,EVENT,Détecté,c61,1,incidents
FR100510,5460,l'épaule,BODYPART,Détecté,c62,1,amplitudes
FR100510,4621,signe,EVENT,Détecté,c7,1,signe
FR100510,4636,examen,EVENT,Détecté,c8,1,examen
FR100510,5041,examen,EVENT,Détecté,c8,1,examen
FR100510,5116,examen,EVENT,Détecté,c8,1,examen
FR100510,5473,10cm sur 7cm,RML,Détecté,c9,4,"masse, masse, qui, masse"
FR100510,4666,masse,EVENT,Détecté,c9,4,"masse, masse, qui, masse"
FR100510,5071,masse,EVENT,Détecté,c9,4,"masse, masse, qui, masse"
FR100510,5352,masse kystique,CLINENTITY,Détecté,c9,4,"masse, masse, qui, masse"
FR100510,Non applicable,qui,Non annoté,Détecté,c9,4,"masse, masse, qui, masse"
FR100515,8097,caractérisé,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,7857,conclu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8082,congestifs,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8067,ectasiques,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8682,inefficaces,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8742,introduit,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8007,mis,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,7932,montrait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8412,montrait,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8352,montré,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,9236,normales,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,9218,négatif,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,9230,négatif,RML,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8517,prescrits,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8202,retenu,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,8787,spectaculaire,EVENT,Non détecté,Non applicable,Non applicable,Non applicable
FR100515,9205,Patiente âgée de 47 ans,ACTOR (PATIENT),Détecté,c1,1,Patiente
FR100515,7737,antécédent,EVENT,Détecté,c1,1,Patiente
FR100515,8975,faiblesse musculaire,CLINENTITY,Détecté,c1,1,Patiente
FR100515,7752,hospitalisée,EVENT,Détecté,c1,1,Patiente
FR100515,7767/8967,myalgies,EVENT/CLINENTITY,Détecté,c1,1,Patiente
FR100515,9079,myalgies,CLINENTITY,Détecté,c1,1,Patiente
FR100515,9139,des 2 cuisses,BODYPART,Détecté,c10,1,cuisses
FR100515,8622,surinfections,EVENT,Détecté,c100,1,épisodes
FR100515,8622,surinfections,EVENT,Détecté,c101,1,surinfections
FR100515,8637,hospitalisations,EVENT,Détecté,c102,1,hospitalisations
FR100515,9269,2 mois,TIMEX3,Détecté,c103,1,dapsone
FR100515,9242,2 mois,TIMEX3,Détecté,c103,1,dapsone
FR100515,8652,dapsone,EVENT,Détecté,c103,1,dapsone
FR100515,8652,dapsone,EVENT,Détecté,c104,2,"dapsone, Dapsone"
FR100515,Non applicable,la dose de 100mg / jour,Non annoté,Détecté,c105,1,dose
FR100515,Non applicable,jour,Non annoté,Détecté,c106,1,jour
FR100515,9269,2 mois,TIMEX3,Détecté,c107,1,mois
FR100515,9242,2 mois,TIMEX3,Détecté,c107,1,mois
FR100515,9296,Trois mois,TIMEX3,Détecté,c107,1,mois
FR100515,8667,antipaludéens,EVENT,Détecté,c108,1,antipaludéens
FR100515,Non applicable,Hydroxy chloroquine,Non annoté,Détecté,c109,2,"Hydroxychloroquine, Hydroxy"
FR100515,Non applicable,Hydroxychloroquine 400mg / jour,Non annoté,Détecté,c109,2,"Hydroxychloroquine, Hydroxy"
FR100515,9269,2 mois,TIMEX3,Détecté,c11,1,mois
FR100515,9242,2 mois,TIMEX3,Détecté,c11,1,mois
FR100515,9296,Trois mois,TIMEX3,Détecté,c11,1,mois
FR100515,Non applicable,jour,Non annoté,Détecté,c110,1,jour
FR100515,8652,dapsone,EVENT,Détecté,c111,1,thérapeutiques
FR100515,8502,méthotrexate,EVENT,Détecté,c111,1,thérapeutiques
FR100515,8712,thérapeutiques,EVENT,Détecté,c111,1,thérapeutiques
FR100515,Non applicable,corticoïdes,Non annoté,Détecté,c112,1,corticoïdes
FR100515,8727,traitement,EVENT,Détecté,c113,1,traitement
FR100515,8862,Ig,EVENT,Détecté,c114,4,"Immunoglobulines, IgIV, Ig, Ig"
FR100515,Non applicable,IgIV,Non annoté,Détecté,c114,4,"Immunoglobulines, IgIV, Ig, Ig"
FR100515,Non applicable,Immunoglobulines polyvalentes intraveineuses,Non annoté,Détecté,c114,4,"Immunoglobulines, IgIV, Ig, Ig"
FR100515,9278,6,TIMEX3,Détecté,c115,2,"cures, cures"
FR100515,8802,cure,EVENT,Détecté,c115,2,"cures, cures"
FR100515,8952,cure,EVENT,Détecté,c115,2,"cures, cures"
FR100515,8757,cures,EVENT,Détecté,c115,2,"cures, cures"
FR100515,8922,cures,EVENT,Détecté,c115,2,"cures, cures"
FR100515,8802,cure,EVENT,Détecté,c116,1,dose
FR100515,8952,cure,EVENT,Détecté,c116,1,dose
FR100515,8802,cure,EVENT,Détecté,c117,1,Kg/cure
FR100515,8952,cure,EVENT,Détecté,c117,1,Kg/cure
FR100515,8937,rémission,EVENT,Détecté,c118,2,"évolution, rémission"
FR100515,8532,évolution,EVENT,Détecté,c118,2,"évolution, rémission"
FR100515,8772,évolution,EVENT,Détecté,c118,2,"évolution, rémission"
FR100515,8802,cure,EVENT,Détecté,c119,2,"cure, cure"
FR100515,8952,cure,EVENT,Détecté,c119,2,"cure, cure"
FR100515,9287,première,TIMEX3,Détecté,c119,2,"cure, cure"
FR100515,9314,première,TIMEX3,Détecté,c119,2,"cure, cure"
FR100515,7812/8999,érythème,EVENT/CLINENTITY,Détecté,c12,1,érythème
FR100515,8892,lésions,EVENT,Détecté,c120,1,stabilisation
FR100515,8172/9039,panniculite,EVENT/CLINENTITY,Détecté,c120,1,stabilisation
FR100515,9095,panniculite,CLINENTITY,Détecté,c120,1,stabilisation
FR100515,9103,panniculite,CLINENTITY,Détecté,c120,1,stabilisation
FR100515,9111,panniculite,CLINENTITY,Détecté,c120,1,stabilisation
FR100515,9119,panniculite,CLINENTITY,Détecté,c120,1,stabilisation
FR100515,8832,régression,EVENT,Détecté,c120,1,stabilisation
FR100515,8817,stabilisation,EVENT,Détecté,c120,1,stabilisation
FR100515,8817,stabilisation,EVENT,Détecté,c121,1,stabilisation
FR100515,8892,lésions,EVENT,Détecté,c122,1,régression
FR100515,8172/9039,panniculite,EVENT/CLINENTITY,Détecté,c122,1,régression
FR100515,9095,panniculite,CLINENTITY,Détecté,c122,1,régression
FR100515,9103,panniculite,CLINENTITY,Détecté,c122,1,régression
FR100515,9111,panniculite,CLINENTITY,Détecté,c122,1,régression
FR100515,9119,panniculite,CLINENTITY,Détecté,c122,1,régression
FR100515,8832,régression,EVENT,Détecté,c122,1,régression
FR100515,9269,2 mois,TIMEX3,Détecté,c123,1,mois
FR100515,9242,2 mois,TIMEX3,Détecté,c123,1,mois
FR100515,9296,Trois mois,TIMEX3,Détecté,c123,1,mois
FR100515,8862,Ig,EVENT,Détecté,c124,1,arrêt
FR100515,8847,arrêt,EVENT,Détecté,c124,1,arrêt
FR100515,8892,lésions,EVENT,Détecté,c125,1,reprise
FR100515,8172/9039,panniculite,EVENT/CLINENTITY,Détecté,c125,1,reprise
FR100515,9095,panniculite,CLINENTITY,Détecté,c125,1,reprise
FR100515,9103,panniculite,CLINENTITY,Détecté,c125,1,reprise
FR100515,9111,panniculite,CLINENTITY,Détecté,c125,1,reprise
FR100515,9119,panniculite,CLINENTITY,Détecté,c125,1,reprise
FR100515,8877,reprise,EVENT,Détecté,c125,1,reprise
FR100515,8862,Ig,EVENT,Détecté,c126,1,réintroduction
FR100515,9305,mensuelle,TIMEX3,Détecté,c126,1,réintroduction
FR100515,8907,réintroduction,EVENT,Détecté,c126,1,réintroduction
FR100515,9145,des paupières et du décolleté,BODYPART,Détecté,c13,1,paupières
FR100515,9145,des paupières et du décolleté,BODYPART,Détecté,c14,1,décolleté
FR100515,7827/9007,livédo,EVENT/CLINENTITY,Détecté,c15,1,livédo
FR100515,9151,des membres inférieurs,BODYPART,Détecté,c16,1,membres
FR100515,7842,testing,EVENT,Détecté,c17,1,testing
FR100515,7872,déficit,EVENT,Détecté,c18,2,"déficit, déficit"
FR100515,9087,déficit musculaire,CLINENTITY,Détecté,c18,2,"déficit, déficit"
FR100515,9015,déficit musculaire proximal,CLINENTITY,Détecté,c18,2,"déficit, déficit"
FR100515,7887,électromyogramme,EVENT,Détecté,c19,1,électromyogramme
FR100515,9205,Patiente âgée de 47 ans,ACTOR (PATIENT),Détecté,c2,1,ans
FR100515,7902,tracé,EVENT,Détecté,c20,1,tracé
FR100515,7917,dosage,EVENT,Détecté,c21,1,dosage
FR100515,Non applicable,les enzymes musculaires,Non annoté,Détecté,c22,2,"enzymes, enzymes"
FR100515,Non applicable,CPK,Non annoté,Détecté,c23,2,"créatine, CPK"
FR100515,7947,créatine,EVENT,Détecté,c23,2,"créatine, CPK"
FR100515,9212,1953 UI/L,RML,Détecté,c24,1,UI
FR100515,Non applicable,15 fois la normale,Non annoté,Détecté,c25,1,fois
FR100515,Non applicable,la normale,Non annoté,Détecté,c26,1,normale
FR100515,7962,lactate,EVENT,Détecté,c27,1,lactate
FR100515,9278,6,TIMEX3,Détecté,c28,1,fois
FR100515,Non applicable,le normale,Non annoté,Détecté,c29,1,normale
FR100515,7737,antécédent,EVENT,Détecté,c3,1,antécédent
FR100515,7977,bilan,EVENT,Détecté,c30,1,bilan
FR100515,8217,bilan,EVENT,Détecté,c30,1,bilan
FR100515,8337,bilan,EVENT,Détecté,c30,1,bilan
FR100515,Non applicable,anticorps anti nucléaires,Non annoté,Détecté,c31,1,anticorps
FR100515,Non applicable,anti J01,Non annoté,Détecté,c32,1,anti
FR100515,Non applicable,anti Sm,Non annoté,Détecté,c33,1,anti
FR100515,Non applicable,anti RNP,Non annoté,Détecté,c34,1,anti
FR100515,Non applicable,anti SSa,Non annoté,Détecté,c35,1,SSa
FR100515,Non applicable,anti SSb,Non annoté,Détecté,c36,1,SSb
FR100515,7992,biopsie,EVENT,Détecté,c37,1,biopsie
FR100515,8892,lésions,EVENT,Détecté,c37,1,biopsie
FR100515,9157,un épiderme en partie ulcérée,BODYPART,Détecté,c38,1,épiderme
FR100515,9163,la couche basale intacte,BODYPART,Détecté,c39,1,couche
FR100515,7782,atteinte,EVENT,Détecté,c4,4,"myalgies, atteinte, atteinte, myalgies"
FR100515,8367,atteinte,EVENT,Détecté,c4,4,"myalgies, atteinte, atteinte, myalgies"
FR100515,8983,atteinte musculaire,CLINENTITY,Détecté,c4,4,"myalgies, atteinte, atteinte, myalgies"
FR100515,9071,atteinte musculaire,CLINENTITY,Détecté,c4,4,"myalgies, atteinte, atteinte, myalgies"
FR100515,8975,faiblesse musculaire,CLINENTITY,Détecté,c4,4,"myalgies, atteinte, atteinte, myalgies"
FR100515,7767/8967,myalgies,EVENT/CLINENTITY,Détecté,c4,4,"myalgies, atteinte, atteinte, myalgies"
FR100515,9079,myalgies,CLINENTITY,Détecté,c4,4,"myalgies, atteinte, atteinte, myalgies"
FR100515,9169,corps hyalin,BODYPART,Détecté,c40,1,corps
FR100515,9175,Le derme sous jacent,BODYPART,Détecté,c41,1,derme
FR100515,8022/9023,inflammation,EVENT/CLINENTITY,Détecté,c42,1,inflammation
FR100515,8112/9031,inflammation,EVENT/CLINENTITY,Détecté,c42,1,inflammation
FR100515,Non applicable,siège péri vasculaire,Non annoté,Détecté,c43,1,siège
FR100515,8037,derniers,EVENT,Détecté,c44,1,derniers
FR100515,8052,morphologie,EVENT,Détecté,c45,1,morphologie
FR100515,Non applicable,Elle,Non annoté,Détecté,c46,2,"hypoderme, Elle"
FR100515,9181,L'hypoderme,BODYPART,Détecté,c46,2,"hypoderme, Elle"
FR100515,8022/9023,inflammation,EVENT/CLINENTITY,Détecté,c47,1,inflammation
FR100515,8112/9031,inflammation,EVENT/CLINENTITY,Détecté,c47,1,inflammation
FR100515,Non applicable,siège septale et panniculaire,Non annoté,Détecté,c48,1,siège
FR100515,9187,des petits lymphoplasmocytes,BODYPART,Détecté,c49,1,lymphoplasmocytes
FR100515,9193,rares polynucléaires,BODYPART,Détecté,c49,1,lymphoplasmocytes
FR100515,8975,faiblesse musculaire,CLINENTITY,Détecté,c5,1,faiblesse
FR100515,9193,rares polynucléaires,BODYPART,Détecté,c50,1,polynucléaires
FR100515,9199,cellules lymphoïdes suspectes,BODYPART,Détecté,c51,1,absence
FR100515,8142,malignité,EVENT,Détecté,c51,1,absence
FR100515,8127,signes,EVENT,Détecté,c51,1,absence
FR100515,9199,cellules lymphoïdes suspectes,BODYPART,Détecté,c52,1,cellules
FR100515,8142,malignité,EVENT,Détecté,c53,1,signes
FR100515,8127,signes,EVENT,Détecté,c53,1,signes
FR100515,8142,malignité,EVENT,Détecté,c54,1,malignité
FR100515,8157,immunohistochimie,EVENT,Détecté,c55,1,immunohistochimie
FR100515,9224,négative,RML,Détecté,c55,1,immunohistochimie
FR100515,Non applicable,CD3,Non annoté,Détecté,c56,1,CD3
FR100515,Non applicable,CD20,Non annoté,Détecté,c57,1,CD20
FR100515,Non applicable,CD4,Non annoté,Détecté,c58,1,CD4
FR100515,Non applicable,CD8,Non annoté,Détecté,c59,1,CD8
FR100515,9127,aux ceintures pelvienne et scapulaire,BODYPART,Détecté,c6,1,ceintures
FR100515,8187/9047,DM,EVENT/CLINENTITY,Détecté,c60,1,diagnostic
FR100515,8172/9039,panniculite,EVENT/CLINENTITY,Détecté,c60,1,diagnostic
FR100515,9095,panniculite,CLINENTITY,Détecté,c60,1,diagnostic
FR100515,9103,panniculite,CLINENTITY,Détecté,c60,1,diagnostic
FR100515,9111,panniculite,CLINENTITY,Détecté,c60,1,diagnostic
FR100515,9119,panniculite,CLINENTITY,Détecté,c60,1,diagnostic
FR100515,8187/9047,DM,EVENT/CLINENTITY,Détecté,c61,1,panniculite
FR100515,8172/9039,panniculite,EVENT/CLINENTITY,Détecté,c61,1,panniculite
FR100515,9095,panniculite,CLINENTITY,Détecté,c61,1,panniculite
FR100515,9103,panniculite,CLINENTITY,Détecté,c61,1,panniculite
FR100515,9111,panniculite,CLINENTITY,Détecté,c61,1,panniculite
FR100515,9119,panniculite,CLINENTITY,Détecté,c61,1,panniculite
FR100515,8187/9047,DM,EVENT/CLINENTITY,Détecté,c62,1,DM
FR100515,7977,bilan,EVENT,Détecté,c63,1,bilan
