doc,mention_id,texte_maillon,tete_lexicale,upos_tete,nature,fonction
FR100623,c35,le scanner,scanner,VERB,Pro,autre
FR100623,c34,l' apport de l' échographie et de le scanner,apport,NOUN,SNdef,OD
FR100623,c26,le mésentère,mésentère,NOUN,SNdef,autre
FR100623,c25,volvulus de le mésentère,volvulus,NOUN,SN∅,autre
FR100623,c29,le diagnostic de volvulus de le mésentère,diagnostic,NOUN,SNdef,Obl
FR100629,c2,25 ans,ans,NOUN,SNnum,Obl
FR100629,c3,antécédents,antécédents,NOUN,SN∅,Obl
FR100629,c4,tabagisme passif,tabagisme,NOUN,SN∅,OD
FR100629,c5,10 ans,ans,NOUN,SNnum,Obl
FR100629,c1,qui,qui,PRON,Pro,Suj
FR100629,c6,Janvier 2014,Janvier,NOUN,SN∅,Obl
FR100629,c7,une dyspnée d' aggravation progressive,dyspnée,NOUN,SNind,OD
FR100629,c8,les douleurs thoraciques type pleural,douleurs,NOUN,SNdef,Obl
FR100629,c1,"une patiente âgée de 25 ans , ayant comme antécédents tabagisme passif depuis 10 ans , qui a présenté en Janvier 2014 une dyspnée d' aggravation progressive associé à de les douleurs thoraciques type pleural",patiente,NOUN,SNind,Obl
FR100629,c10,l' admission,admission,NOUN,SNdef,autre
FR100629,c11,une patiente polypniéque,patiente,NOUN,SNind,OD
FR100629,c12,30 cycles / minute,cycles,NOUN,SNnum,autre
FR100629,c13,minute,minute,NOUN,SN∅,autre
FR100629,c15,138 battement par minute,battement,NOUN,SNnum,autre
FR100629,c13,minute,minute,NOUN,SN∅,autre
FR100629,c16,SaO2,SaO2,PROPN,Np,autre
FR100629,c14,"tachycarde à 138 battement par minute , SaO2 à 92 %",tachycarde,NOUN,SN∅,autre
FR100629,c17,l' aire ambiant,aire,NOUN,SNdef,autre
FR100629,c19,l' hémi thorax droit,hémi,NOUN,SNdef,autre
FR100629,c18,un syndrome d' épanchement liquidien de l' hémi thorax droit,syndrome,NOUN,SNind,autre
FR100629,c9,"L' examen physique à l' admission a objectivé une patiente polypniéque à 30 cycles / minute , tachycarde à 138 battement par minute , SaO2 à 92 % à l' aire ambiant , apyrétique , avec un syndrome d' épanchement liquidien de l' hémi thorax droit",objectivé,VERB,SNdef,autre
FR100629,c20,une douleur exquise,douleur,NOUN,SNind,Obl
FR100629,c23,la 5 ème cotes droites,ème,NOUN,SNdef,autre
FR100629,c22,"la 3 ème , 4 ème et la 5 ème cotes droites",ème,NOUN,SNdef,autre
FR100629,c21,"la palpation de la 3 ème , 4 ème et la 5 ème cotes droites",palpation,NOUN,SNdef,autre
FR100629,c24,autre anomalies associés,anomalies,NOUN,SN∅,autre
FR100629,c25,un examen dermatologique,examen,NOUN,SNind,autre
FR100629,c25,qui,qui,PRON,Pro,Suj
FR100629,c26,Une radiographie thoracique,radiographie,NOUN,SNind,Suj
FR100629,c19,l' hémi-champ thoracique droit,hémi-champ,NOUN,SNdef,autre
FR100629,c27,une opacité de tonalité hydrique de l' hémi-champ thoracique droit,opacité,NOUN,SNind,autre
FR100629,c28,une TDM ( tomodensitométrie ) thoracique,TDM,NOUN,SNind,Obl
FR100629,c29,un épanchement pleural liquidien de grande abondance cloisonné,épanchement,NOUN,SNind,OD
FR100629,c31,masse individualisable,masse,NOUN,SN∅,autre
FR100629,c30,un épaississement pleural sans masse individualisable,épaississement,NOUN,SNind,Obl
FR100629,c32,La thoracoscopie,thoracoscopie,NOUN,SNdef,Suj
FR100629,c34,une biopsie pleurale,biopsie,NOUN,SNind,autre
FR100629,c33,la réalisation d' une biopsie pleurale,réalisation,NOUN,SNdef,autre
FR100629,c35,un sarcome épithélioide type proximal,sarcome,NOUN,SNind,autre
FR100629,c35,dont,dont,PRON,Pro,autre
FR100629,c36,l' immuno histochimie,immuno,NOUN,SNdef,Suj
FR100629,c38,les anticorps anti-vimentine,anticorps,NOUN,SNdef,autre
FR100629,c39,"anti CD34 , anti-CK19",CD34,X,Autre,autre
FR100629,c40,les anticorps anti-CK7,anticorps,NOUN,SNdef,autre
FR100629,c41,anti CK8 / 18,CK8,X,Autre,autre
FR100629,c37,"une forte expression de les anticorps anti-vimentine , anti CD34 , anti-CK19 et faiblement les anticorps anti-CK7 et anti CK8 / 18",expression,NOUN,SNind,autre
FR100629,c43,les cellules tumorales,cellules,NOUN,SNdef,autre
FR100629,c44,le CD99,CD99,NOUN,SNdef,autre
FR100629,c42,Le marquage de les cellules tumorales à le CD99,marquage,NOUN,SNdef,Suj
FR100629,c45,l' étude FISH,étude,NOUN,SNdef,Suj
FR100629,c46,la calrétinine,calrétinine,NOUN,SNdef,autre
FR100629,c47,la CK 5 /6,CK,NOUN,SNdef,autre
FR100629,c48,les marqueurs lymphoïdes,marqueurs,NOUN,SNdef,autre
FR100629,c49,les marqueurs neuroendocrine,marqueurs,NOUN,SNdef,autre
FR100629,c50,les marqueurs mélaniques,marqueurs,NOUN,SNdef,autre
FR100629,c51,la protéine S100,protéine,NOUN,SNdef,autre
FR100629,c52,Le bilan d' extension,bilan,NOUN,SNdef,Suj
FR100629,c53,les métastases ganglionnaires et pulmonaires,métastases,NOUN,SNdef,Obl
FR100629,c55,RCP,RCP,PROPN,SN∅,Obl
FR100629,c55,réunion de concertation pluridisciplinaire,réunion,NOUN,SN∅,autre
FR100629,c56,une chimiothérapie systémique,chimiothérapie,NOUN,SNind,autre
FR100629,c57,la bithérapie,bithérapie,NOUN,SNdef,autre
FR100629,c58,doxorubicine 60mg / m 2,doxorubicine,NOUN,SN∅,autre
FR100629,c59,J1,J1,X,Autre,autre
FR100629,c60,l' Ifosfamide,Ifosfamide,PROPN,Np,autre
FR100629,c61,la dose de 3g / m 2,dose,NOUN,SNdef,autre
FR100629,c54,La décision thérapeutique prise en RCP ( réunion de concertation pluridisciplinaire ) était une chimiothérapie systémique à base de la bithérapie : doxorubicine 60mg / m 2 à J1 et l' Ifosfamide à la dose de 3g / m 2,chimiothérapie,NOUN,SNind,autre
FR100629,c62,3 jours,jours,NOUN,SNnum,autre
FR100629,c59,J1=,J1=,X,Autre,autre
FR100629,c63,J21,J21,X,Autre,autre
FR100629,c64,L' évolution,évolution,NOUN,SNdef,Suj
FR100629,c1,la patiente,patiente,NOUN,SNdef,autre
FR100629,c65,le décès de la patiente,décès,NOUN,SNdef,Obl
FR100629,c66,quelques jours,jours,NOUN,SNind,autre
FR100629,c1,sa,sa,DET,Poss,autre
FR100629,c56,sa chimiothérapie,chimiothérapie,NOUN,Poss,autre
FR100629,c68,le premier cycle de sa chimiothérapie,cycle,NOUN,SNdef,autre
FR100629,c67,la fin de le premier cycle de sa chimiothérapie,fin,NOUN,SNdef,Obl
FR100629,c70,détresse respiratoire,détresse,NOUN,SN∅,autre
FR100629,c71,les mesures de réanimation,mesures,NOUN,SNdef,Obl
FR100629,c69,un tableau de détresse respiratoire non jugulé par les mesures de réanimation,tableau,NOUN,SNind,Obl
FR100632,c1,Un homme âgé de 59 ans,homme,NOUN,SNind,Suj
FR100632,c2,le service de neurologie,service,NOUN,SNdef,Obl
FR100632,c4,l' équilibre,équilibre,NOUN,SNdef,autre
FR100632,c6,les membres inferieurs,membres,NOUN,SNdef,autre
FR100632,c5,les paresthésies de les membres inferieurs,paresthésies,NOUN,SNdef,Obl
FR100632,c7,les troubles sphinctériens à type d' impériosité mictionnelle,troubles,NOUN,SNdef,autre
FR100632,c3,un trouble de l' équilibre associé à de les paresthésies de les membres inferieurs et de les troubles sphinctériens à type d' impériosité mictionnelle,trouble,NOUN,SNind,Obl
FR100632,c9,15 jours,jours,NOUN,SNnum,Obl
FR100632,c10,un contexte d' apyrexie,contexte,NOUN,SNind,Obl
FR100632,c8,une constipation évoluant depuis 15 jours dans un contexte d' apyrexie,constipation,NOUN,SNind,autre
FR100632,c11,apyrexie,apyrexie,NOUN,SN∅,autre
FR100632,c12,L' interrogatoire,interrogatoire,NOUN,SNdef,Suj
FR100632,c13,aucun antécédent pathologique,antécédent,NOUN,SNind,OD
FR100632,c15,éruption cutanée,éruption,NOUN,SN∅,autre
FR100632,c17,le transit,transit,NOUN,SNdef,autre
FR100632,c16,troubles de le transit,troubles,NOUN,SN∅,autre
FR100632,c18,ictère,ictère,NOUN,SN∅,autre
FR100632,c19,épisode infectieux respiratoire,épisode,NOUN,SN∅,autre
FR100632,c20,vaccination récente,vaccination,NOUN,SN∅,autre
FR100632,c14,"la notion d' éruption cutanée , de troubles de le transit , d' ictère , d' épisode infectieux respiratoire ou de vaccination récente",notion,NOUN,SNdef,OD
FR100632,c21,L' examen clinique,examen,NOUN,SNdef,Suj
FR100632,c22,l' admission,admission,NOUN,SNdef,autre
FR100632,c23,bon état général,état,NOUN,SN∅,autre
FR100632,c24,37 ° C,°,SYM,Autre,Obl
FR100632,c1,"un patient en bon état général , apyrétique à 37 ° C",patient,NOUN,SNind,OD
FR100632,c25,Les constantes hémodynamiques et respiratoires,constantes,NOUN,SNdef,Suj
FR100632,c26,L' examen neurologique,examen,NOUN,SNdef,Suj
FR100632,c1,un patient conscient,patient,NOUN,SNind,OD
FR100632,c27,nuque souple présentantune ataxie proprioceptive,nuque,NOUN,SN∅,autre
FR100632,c28,Les réflexes ostéotendineux rotuliens et achilléens,réflexes,NOUN,SNdef,Suj
FR100632,c29,La sensibilité superficielle et profonde,sensibilité,NOUN,SNdef,Suj
FR100632,c6,les membres inferieurs,membres,NOUN,SNdef,Obl
FR100632,c31,D 6,D,X,Autre,autre
FR100632,c30,un niveau sensitif à D 6,niveau,NOUN,SNind,Obl
FR100632,c32,La force musculaire,force,NOUN,SNdef,Suj
FR100632,c33,les quatre membres,membres,NOUN,SNdef,autre
FR100632,c35,la coordination,coordination,NOUN,SNdef,autre
FR100632,c34,trouble de la coordination,trouble,NOUN,SN∅,OD
FR100632,c38,les nerfs crâniens,nerfs,NOUN,SNdef,autre
FR100632,c37,atteinte de les nerfs crâniens,atteinte,NOUN,SN∅,autre
FR100632,c36,signes d' atteinte de les nerfs crâniens,signes,NOUN,SN∅,autre
FR100632,c40,les fonctions supérieures,fonctions,NOUN,SNdef,autre
FR100632,c39,atteinte de les fonctions supérieures,atteinte,NOUN,SN∅,autre
FR100632,c41,syndrome rachidien,syndrome,NOUN,SN∅,autre
FR100632,c31,D6,D6,X,Autre,autre
FR100632,c42,L' IRM médullaire,IRM,NOUN,SNdef,Suj
FR100632,c44,D5,D5,X,Autre,Obl
FR100632,c43,une anomalie de signal focale intra médullaire étendu de D5 à D7,anomalie,NOUN,SNind,OD
FR100632,c45,D7,D7,X,Autre,autre
FR100632,c46,les cordons médullaires postérieurs,cordons,NOUN,SNdef,OD
FR100632,c47,une myélite aiguë,myélite,NOUN,SNind,autre
FR100632,c48,L' IRM cérébrale,IRM,NOUN,SNdef,Suj
FR100632,c50,le liquide céphalorachidien,liquide,NOUN,SNdef,autre
FR100632,c49,L' étude de le liquide céphalorachidien,étude,NOUN,SNdef,Suj
FR100632,c52,mm 3,mm,NOUN,SN∅,autre
FR100632,c51,dont,dont,PRON,Pro,autre
FR100632,c53,80 % de lymphocytes,%,SYM,Autre,autre
FR100632,c54,lymphocytes,lymphocytes,NOUN,SN∅,autre
FR100632,c55,"une albuminorachie à 0,5 g/l",albuminorachie,NOUN,SNind,autre
FR100632,c56,"une glycorachie à 0,63 g/l",glycorachie,NOUN,SNind,autre
FR100632,c51,"40 éléments / mm 3 dont 80 % de lymphocytes , une albuminorachie à 0,5 g/l , une glycorachie à 0,63 g/l",éléments,NOUN,SNnum,OD
FR100632,c58,l' examen direct,examen,NOUN,SNdef,Suj
FR100632,c60,milieux usuels,milieux,NOUN,SN∅,autre
FR100632,c59,la culture sur milieux usuels,culture,NOUN,SNdef,autre
FR100632,c61,la recherche virale,recherche,NOUN,SNdef,Suj
FR100632,c62,le bacille de Koch,bacille,NOUN,SNdef,autre
FR100632,c63,PCR,PCR,PROPN,SN∅,autre
FR100632,c64,le LCR,LCR,NOUN,SNdef,autre
FR100632,c57,"l' examen direct et la culture sur milieux usuels étaient négatifs , la recherche virale et de le bacille de Koch par PCR dans le LCR",négatifs,ADJ,Pro,autre
FR100632,c64,le LCR,LCR,PROPN,Np,autre
FR100632,c66,les protides de le LCR,protides,NOUN,SNdef,autre
FR100632,c65,l' électrophorèse de les protides de le LCR,électrophorèse,NOUN,SNdef,Suj
FR100632,c68,La numération formule sanguineet,numération,NOUN,SNdef,Suj
FR100632,c69,la vitesse de sédimentation,vitesse,NOUN,SNdef,autre
FR100632,c67,La numération formule sanguineet la vitesse de sédimentation,numération,NOUN,SNdef,Suj
FR100632,c70,Le bilan hépatique,bilan,NOUN,SNdef,Suj
FR100632,c71,un taux de bilirubine totale,taux,NOUN,SNind,OD
FR100632,c73,un temps de prothrombine,temps,NOUN,SNind,autre
FR100632,c74,prothrombine,prothrombine,NOUN,SN∅,autre
FR100632,c72,"Bilirubine direct: 2,09mg/l , un temps de prothrombine à 90 %",Bilirubine,NOUN,SN∅,autre
FR100632,c75,les ASAT,ASAT,PROPN,Np,autre
FR100632,c76,16 UI/ l,l,NOUN,SNnum,autre
FR100632,c77,les ALAT,ALAT,PROPN,Np,autre
FR100632,c78,20 UI/ l,l,NOUN,SNnum,autre
FR100632,c79,les phosphatases alcalines,phosphatases,NOUN,SNdef,autre
FR100632,c80,239 UI/l,UI/l,NOUN,SNnum,autre
FR100632,c81,les gammaglutamyl transférase,gammaglutamyl,NOUN,SNdef,autre
FR100632,c82,9 UI/ l,l,NOUN,SNnum,autre
FR100632,c83,l' enquête étiologique,enquête,NOUN,SNdef,autre
FR100632,c84,le bilan immunologique,bilan,NOUN,SNdef,Suj
FR100632,c85,les anticorps anti NMO,anticorps,NOUN,SNdef,autre
FR100632,c86,NMO,NMO,X,SN∅,autre
FR100632,c89,l' angiotensine,angiotensine,NOUN,SNdef,autre
FR100632,c88,l' enzyme de conversion de l' angiotensine,enzyme,NOUN,SNdef,autre
FR100632,c87,le taux de l' enzyme de conversion de l' angiotensine,taux,NOUN,SNdef,autre
FR100632,c92,la glande salivaire accessoire,glande,NOUN,SNdef,autre
FR100632,c91,la biopsie de la glande salivaire accessoire,biopsie,NOUN,SNdef,autre
FR100632,c90,L' étude anatomopathologique de la biopsie de la glande salivaire accessoire,étude,NOUN,SNdef,Suj
FR100632,c93,anomalie histologique,anomalie,NOUN,SN∅,OD
FR100632,c95,La radiographie pulmonaire de face,radiographie,NOUN,SNdef,Suj
FR100632,c96,la tomodensitométrie pulmonaire,tomodensitométrie,NOUN,SNdef,autre
FR100632,c94,La radiographie pulmonaire de face et la tomodensitométrie pulmonaire,radiographie,NOUN,SNdef,Suj
FR100632,c98,L' examen ophtalmologique,examen,NOUN,SNdef,Suj
FR100632,c99,les PEV,PEV,PROPN,Np,autre
FR100632,c97,L' examen ophtalmologique ainsi que les PEV,examen,NOUN,SNdef,Suj
FR100632,c100,le bilan thyroïdien,bilan,NOUN,SNdef,Suj
FR100632,c103,la vitamine B12,vitamine,NOUN,SNdef,autre
FR100632,c102,le taux de la vitamine B12,taux,NOUN,SNdef,Suj
FR100632,c104,les folates,folates,NOUN,SNdef,autre
FR100632,c101,le taux de la vitamine B12 et de les folates,taux,NOUN,SNdef,Suj
FR100632,c106,HIV,HIV,PROPN,SN∅,autre
FR100632,c107,la syphilis,syphilis,NOUN,SNdef,autre
FR100632,c105,la sérologie HIV et de la syphilis,sérologie,NOUN,SNdef,Suj
FR100632,c110,type immunoglobulines M,type,NOUN,SN∅,autre
FR100632,c109,les anticorps de type immunoglobulines M,anticorps,NOUN,SNdef,autre
FR100632,c111,Mycoplasmapneumoniae,Mycoplasmapneumoniae,PROPN,Np,Obl
FR100632,c113,Rickettsiaconorii,Rickettsiaconorii,PROPN,Np,autre
FR100632,c114,le virus d' Epstein-Barr,virus,NOUN,SNdef,autre
FR100632,c115,l' herpes virus,herpes,NOUN,SNdef,autre
FR100632,c116,le cytomégalovirus,cytomégalovirus,NOUN,SNdef,autre
FR100632,c117,le virus zona varicelle,virus,NOUN,SNdef,autre
FR100632,c118,l' hépatite C,hépatite,NOUN,SNdef,autre
FR100632,c112,"la Borreliaburgdoferi , Rickettsiaconorii , le virus d' Epstein-Barr , l' herpes virus ( 1 et 2 ) , le cytomégalovirus , le virus zona varicelle et de l' hépatite C et B",Borreliaburgdoferi,PROPN,Np,autre
FR100632,c108,"la recherche de les anticorps de type immunoglobulines M dirigés contre Mycoplasmapneumoniae , la Borreliaburgdoferi , Rickettsiaconorii , le virus d' Epstein-Barr , l' herpes virus ( 1 et 2 ) , le cytomégalovirus , le virus zona varicelle et de l' hépatite C et B",recherche,NOUN,SNdef,Suj
FR100632,c120,l' hépatite A,hépatite,NOUN,SNdef,autre
FR100632,c119,la sérologie de l' hépatite A,sérologie,NOUN,SNdef,Suj
FR100632,c109,les anticorps anti-HVA de type immunoglobulines M.,anticorps,NOUN,SNdef,autre
FR100632,c121,la présence de les anticorps anti-HVA de type immunoglobulines M.,présence,NOUN,SNdef,OD
FR100632,c122,Le diagnostic retenu,diagnostic,NOUN,SNdef,Suj
FR100632,c47,une myélite aiguë,myélite,NOUN,SNind,autre
FR100632,c123,une hépatite aiguë A anectérique,hépatite,NOUN,SNind,autre
FR100632,c122,celui d' une myélite aiguë survenant à le décours d' une hépatite aiguë A anectérique,celui,PRON,Pro,autre
FR100632,c1,L epatient,epatient,NOUN,SNdef,Suj
FR100632,c125,fortes doses,doses,NOUN,SN∅,autre
FR100632,c124,corticothérapie à fortes doses,corticothérapie,NOUN,SN∅,Obl
FR100632,c127,méthyl prednisolone,méthyl,NOUN,SN∅,autre
FR100632,c129,1 g par jour,g,NOUN,SNnum,autre
FR100632,c128,la dose de 1 g par jour,dose,NOUN,SNdef,autre
FR100632,c130,jour,jour,NOUN,SN∅,autre
FR100632,c131,cinq jours,jours,NOUN,SNnum,autre
FR100632,c132,une rééducation motrice,rééducation,NOUN,SNind,Obl
FR100632,c134,la douleur,douleur,NOUN,SNdef,autre
FR100632,c133,un traitement symptomatique de la douleur,traitement,NOUN,SNind,autre
FR100632,c126,bolus de méthyl prednisolone à la dose de 1 g par jour pendant cinq jours ) associée à une rééducation motrice et un traitement symptomatique de la douleur,bolus,NOUN,SN∅,autre
FR100632,c135,L' évolution,évolution,NOUN,SNdef,Suj
FR100632,c4,l' équilibre,équilibre,NOUN,SNdef,autre
FR100632,c3,trouble de l' équilibre,trouble,NOUN,SN∅,autre
FR100632,c7,les troubles sphinctériens,troubles,NOUN,SNdef,autre
FR100632,c5,les paresthésies,paresthésies,NOUN,SNdef,autre
FR100632,c136,la récupération partielle de trouble de l' équilibre et de les troubles sphinctériens et de les paresthésies,récupération,NOUN,SNdef,Obl
FR100658,c2,60 ans,ans,NOUN,SNnum,autre
FR100658,c3,10 ans,ans,NOUN,SNnum,Obl
FR100658,c4,broncho-pneumopathie chronique obstructive,broncho-pneumopathie,NOUN,SN∅,Obl
FR100658,c4,BPCO,BPCO,PROPN,SN∅,autre
FR100658,c6,bronchodilatateurs,bronchodilatateurs,NOUN,SN∅,autre
FR100658,c7,corticoïdes inhalés,corticoïdes,NOUN,SN∅,autre
FR100658,c5,traitement de fond à base de bronchodilatateurs et de corticoïdes inhalés,traitement,NOUN,SN∅,Obl
FR100658,c1,"un patient de 60 ans , suivis depuis 10 ans pour broncho-pneumopathie chronique obstructive ( BPCO ) , bien équilibrée sous traitement de fond à base de bronchodilatateurs et de corticoïdes inhalés",patient,NOUN,SNind,Obl
FR100658,c8,2013,2013,NUM,Autre,Obl
FR100658,c12,la langue,langue,NOUN,SNdef,autre
FR100658,c11,la base de la langue,base,NOUN,SNdef,autre
FR100658,c10,une lésion de la base de la langue,lésion,NOUN,SNind,autre
FR100658,c9,exérèse d' une lésion de la base de la langue,exérèse,NOUN,SN∅,Obl
FR100658,c10,cystadénolymphome,cystadénolymphome,NOUN,SN∅,autre
FR100658,c13,ces antécédents toxiques,antécédents,NOUN,SNdem,Obl
FR100658,c14,on,on,PRON,Pro,Suj
FR100658,c16,un tabagisme chronique,tabagisme,NOUN,SNind,OD
FR100658,c17,42 paquets année,paquets,NOUN,SNnum,Obl
FR100658,c15,un tabagisme chronique à raison de 42 paquets année,tabagisme,NOUN,SNind,OD
FR100658,c18,un alcoolisme occasionnel,alcoolisme,NOUN,SNind,autre
FR100658,c1,sa,sa,DET,Poss,autre
FR100658,c20,sa symptomatologie,symptomatologie,NOUN,Poss,autre
FR100658,c19,Le début de sa symptomatologie,début,NOUN,SNdef,Suj
FR100658,c21,4 mois,mois,NOUN,SNnum,Obl
FR100658,c24,traitement à base de corticoïdes,traitement,NOUN,SN∅,autre
FR100658,c23,une dysphagie progressive à évolution intermittente sous traitement à base de corticoïdes,dysphagie,NOUN,SNind,autre
FR100658,c25,corticoïdes,corticoïdes,NOUN,SN∅,autre
FR100658,c26,une dysphonie,dysphonie,NOUN,SNind,Obl
FR100658,c22,"l' installation d' une dysphagie progressive à évolution intermittente sous traitement à base de corticoïdes , accompagné d' une dysphonie",installation,NOUN,SNdef,Obl
FR100658,c27,le tout,tout,PRON,Pro,Suj
FR100658,c30,l' état général,état,NOUN,SNdef,autre
FR100658,c29,altération de l' état général,altération,NOUN,SN∅,autre
FR100658,c32,12 kg,kg,NOUN,SNnum,Obl
FR100658,c33,deux mois,mois,NOUN,SNnum,Obl
FR100658,c31,amaigrissement chiffré à 12 kg en deux mois,amaigrissement,NOUN,SN∅,autre
FR100658,c28,contexte d' altération de l' état général et d' amaigrissement chiffré à 12 kg en deux mois,contexte,NOUN,SN∅,Obl
FR100658,c34,L' examen clinique,examen,NOUN,SNdef,Suj
FR100658,c1,"un patient apyrétique , eupnéique à le repos",patient,NOUN,SNind,OD
FR100658,c35,adénopathies cervical palpable,adénopathies,NOUN,SN∅,autre
FR100658,c37,l' examen somatique,examen,NOUN,SNdef,autre
FR100658,c36,le reste de l' examen somatique,reste,NOUN,SNdef,Suj
FR100658,c38,particularités,particularités,NOUN,SN∅,autre
FR100658,c39,La laryngoscopie indirecte,laryngoscopie,NOUN,SNdef,Suj
FR100658,c42,l' hémi larynx gauche,hémi,NOUN,SNdef,autre
FR100658,c43,le sinus piriforme gauche,sinus,NOUN,SNdef,autre
FR100658,c41,l' hémi larynx gauche et de le sinus piriforme gauche,hémi,NOUN,SNdef,autre
FR100658,c40,un processus bourgeonnant de l' hémi larynx gauche et de le sinus piriforme gauche,processus,NOUN,SNind,OD
FR100658,c44,TDM,TDM,NOUN,SN∅,autre
FR100658,c45,le larynx,larynx,NOUN,SNdef,autre
FR100658,c44,Une tomodensitométrie ( TDM ) de le larynx,tomodensitométrie,NOUN,SNind,Suj
FR100658,c42,l' hémi larynx gauche,hémi,NOUN,SNdef,autre
FR100658,c40,un gros processus tumoral manifestement malin de l' hémi larynx gauche,processus,NOUN,SNind,OD
FR100658,c46,"23,5 mm de diamètre transverse",mm,NOUN,SNnum,autre
FR100658,c47,33 mm de diamètre antéropostérieur,mm,NOUN,SNnum,autre
FR100658,c48,hauteur,hauteur,NOUN,SN∅,Obl
FR100658,c49,31 mm,mm,NOUN,SNnum,Obl
FR100658,c50,la corde vocale,corde,NOUN,SNdef,OD
FR100658,c51,le ventricule laryngé,ventricule,NOUN,SNdef,autre
FR100658,c52,le pli vestibulaire,pli,NOUN,SNdef,autre
FR100658,c43,le sinus piriforme gauche,sinus,NOUN,SNdef,OD
FR100658,c40,ce processus lésionnel,processus,NOUN,SNdem,Suj
FR100658,c55,le cartilage thyroïde,cartilage,NOUN,SNdef,autre
FR100658,c56,l' aryténoïde gauche,aryténoïde,NOUN,SNdef,autre
FR100658,c54,la paroi antérolatérale gauche de le cartilage thyroïde et de l' aryténoïde gauche,paroi,NOUN,SNdef,autre
FR100658,c53,un phénomène de lyse osseuse de la paroi antérolatérale gauche de le cartilage thyroïde et de l' aryténoïde gauche,phénomène,NOUN,SNind,Obl
FR100658,c1,Le patient,patient,NOUN,SNdef,Suj
FR100658,c58,une laryngoscopie directe en suspension,laryngoscopie,NOUN,SNind,autre
FR100658,c57,candidat d' une laryngoscopie directe en suspension,candidat,ADJ,Autre,autre
FR100658,c59,L' évaluation pré-anesthésique,évaluation,NOUN,SNdef,Suj
FR100658,c61,l' appareil respiratoire,appareil,NOUN,SNdef,autre
FR100658,c60,l' examen de l' appareil respiratoire,examen,NOUN,SNdef,OD
FR100658,c62,une dyspnée stade II de NYHA,dyspnée,NOUN,SNind,OD
FR100658,c63,NYHA,NYHA,PROPN,SN∅,autre
FR100658,c65,l' effort,effort,NOUN,SNdef,autre
FR100658,c64,une tolérance modérée à l' effort,tolérance,NOUN,SNind,Obl
FR100658,c67,les deux champs pulmonaires,champs,NOUN,SNdef,autre
FR100658,c66,L' auscultation de les deux champs pulmonaires,auscultation,NOUN,SNdef,Suj
FR100658,c68,de faibles sibilants basaux bilatéraux,sibilants,NOUN,SNind,OD
FR100658,c69,la pression non invasive,pression,NOUN,SNdef,Suj
FR100658,c69,PNI,PNI,NOUN,SN∅,autre
FR100658,c70,141 mmHg / 85 mmHg,mmHg,NOUN,SNnum,autre
FR100658,c72,93 battements / min,battements,NOUN,SNnum,autre
FR100658,c71,une fréquence cardiaque de 93 battements / min,fréquence,NOUN,SNind,autre
FR100658,c73,min,min,NOUN,SN∅,autre
FR100658,c74,la saturation pulsée en oxygène,saturation,NOUN,SNdef,Suj
FR100658,c75,oxygène,oxygène,NOUN,SN∅,autre
FR100658,c74,SpO2,SpO2,NOUN,SN∅,autre
FR100658,c76,95 %,%,SYM,Autre,autre
FR100658,c77,l' air ambiant,air,NOUN,SNdef,autre
FR100658,c1,Le patient,patient,NOUN,SNdef,Suj
FR100658,c78,critères d' intubation,critères,NOUN,SN∅,OD
FR100658,c79,intubation,intubation,NOUN,SN∅,autre
FR100658,c80,ventilation difficile décelable,ventilation,NOUN,SN∅,autre
FR100658,c82,une bonne ouverture buccale,ouverture,NOUN,SNind,Obl
FR100658,c83,un Mallampati I,Mallampati,PROPN,Np,autre
FR100658,c81,une bonne ouverture buccale et un Mallampati I,ouverture,NOUN,SNind,Obl
FR100658,c84,une distance thyromentonniére supérieur à 6cm,distance,NOUN,SNind,autre
FR100658,c85,6cm,6cm,NUM,Autre,Obl
FR100658,c88,la formule sanguine,formule,NOUN,SNdef,autre
FR100658,c87,une numération de la formule sanguine,numération,NOUN,SNind,autre
FR100658,c89,une fonction rénale,fonction,NOUN,SNind,autre
FR100658,c90,un bilan hépatique et radiologique préopératoires,bilan,NOUN,SNind,autre
FR100658,c91,un ECG,ECG,NOUN,SNind,autre
FR100658,c93,le thorax,thorax,NOUN,SNdef,autre
FR100658,c92,une radiographie de le thorax,radiographie,NOUN,SNind,autre
FR100658,c86,"Les examens biologiques à savoir une numération de la formule sanguine , une fonction rénale , un bilan hépatique et radiologique préopératoires à savoir un ECG et une radiographie de le thorax",examens,NOUN,SNdef,Suj
FR100658,c16,le tabagisme chronique,tabagisme,NOUN,SNdef,Obl
FR100658,c94,une polyglobulie expliquée par le tabagisme chronique,polyglobulie,NOUN,SNind,Obl
FR100658,c95,le bloc opératoire,bloc,NOUN,SNdef,Obl
FR100658,c98,le rythme,rythme,NOUN,SNdef,autre
FR100658,c99,la fréquence cardiaque,fréquence,NOUN,SNdef,autre
FR100658,c97,un enregistrement de le rythme et de la fréquence cardiaque,enregistrement,NOUN,SNind,OD
FR100658,c69,la PNI,PNI,NOUN,SNdef,autre
FR100658,c74,la Spo2,Spo2,PROPN,Np,autre
FR100658,c100,la capnographie,capnographie,NOUN,SNdef,autre
FR100658,c96,"un monitorage classique contenant un enregistrement de le rythme et de la fréquence cardiaque , la PNI , la Spo2 ainsi que la capnographie",monitorage,NOUN,SNind,Suj
FR100658,c102,le membre supérieur droit,membre,NOUN,SNdef,autre
