doc,entite_source,source_type,relation,entite_cible,cible_type,texte_contexte
FR100614,demandée,EVENT,BEFORE,sérologie,EVENT,"Devant ce tableau ambiguë, Une sérologie hydatique à été demandée, elle s'est révélée positive, La patiente a été mise sous traitement médicale a base d'albendazole, actuellement, elle est suivie en consultation de gastroentérologie, avec un recul de trois ans sans récidive locale oupéritonéale."
FR100614,suivie,EVENT,SIMULTANEOUS,trois ans,TIMEX3,"Devant ce tableau ambiguë, Une sérologie hydatique à été demandée, elle s'est révélée positive, La patiente a été mise sous traitement médicale a base d'albendazole, actuellement, elle est suivie en consultation de gastroentérologie, avec un recul de trois ans sans récidive locale oupéritonéale."
FR100614,suivie,EVENT,OVERLAP,récidive,EVENT,"Devant ce tableau ambiguë, Une sérologie hydatique à été demandée, elle s'est révélée positive, La patiente a été mise sous traitement médicale a base d'albendazole, actuellement, elle est suivie en consultation de gastroentérologie, avec un recul de trois ans sans récidive locale oupéritonéale."
FR100614,30 cm de diamètre,RML,PERTAINS,masse,EVENT,"L'examen clinique à trouvé une masse abdominopelvienne médiane, mesurant environ 30 cm de diamètre, arrivant à plus de trois travers de doigts au dessus de l'ombilic, légèrement mobilisable, de consistance ferme, bien limitée, sensible."
FR100614,jusqu'au 20 mm d'épaisseur,RML,PERTAINS,réhaussement,EVENT,"La tomodensitométrie pelvienne a montré une masse pelvienne supra et latéro-utérinedroite, liquidienne, multicloisonées avec réhaussement des cloisons et des vegétations endokystiques mesurant jusqu'au 20 mm d'épaisseur."
FR100614,normal,RML,PERTAINS,taux,EVENT,Le taux du CA125 était normal.
FR100614,30 cm de diamètre,RML,PERTAINS,kyste,EVENT,"L'exploration chirurgicale a trouvé un kyste pelvien de 30 cm de diamètre adhérent aux organes de voisinage, L'exploration péritonéale à la recherche d'une autre localisation était négative."
FR100614,négative,RML,PERTAINS,exploration,EVENT,"L'exploration chirurgicale a trouvé un kyste pelvien de 30 cm de diamètre adhérent aux organes de voisinage, L'exploration péritonéale à la recherche d'une autre localisation était négative."
FR100614,positive,RML,PERTAINS,sérologie,EVENT,"Devant ce tableau ambiguë, Une sérologie hydatique à été demandée, elle s'est révélée positive, La patiente a été mise sous traitement médicale a base d'albendazole, actuellement, elle est suivie en consultation de gastroentérologie, avec un recul de trois ans sans récidive locale oupéritonéale."
FR100614,quatre mois,TIMEX3,BEGINS-ON,début,EVENT,"Il s'agit d'une patiente âgée de 24 ans, célibataire, sans antécédent pathologique particulier, le début de ses symptômes remonte à quatre mois avant son admission par une douleur pelvienne à type de pesanteur d'aggravationprogressive associé à une augmentation progressivedu volume abdominopelvien, sans troubles urinaires ou digestifs associés, évoluant dans un contexte d'apyrexie et conservation de l'état général."
FR100614,quatre mois,TIMEX3,ENDS-ON,admission,EVENT,"Il s'agit d'une patiente âgée de 24 ans, célibataire, sans antécédent pathologique particulier, le début de ses symptômes remonte à quatre mois avant son admission par une douleur pelvienne à type de pesanteur d'aggravationprogressive associé à une augmentation progressivedu volume abdominopelvien, sans troubles urinaires ou digestifs associés, évoluant dans un contexte d'apyrexie et conservation de l'état général."
FR100614,trouvé,EVENT,Non annoté,Indéterminé,Aucun,"L'examen clinique à trouvé une masse abdominopelvienne médiane, mesurant environ 30 cm de diamètre, arrivant à plus de trois travers de doigts au dessus de l'ombilic, légèrement mobilisable, de consistance ferme, bien limitée, sensible."
FR100614,mis,EVENT,Non annoté,Indéterminé,Aucun,"L'échographique a mis en évidence une énorme masse anéchogène, occupant la totalité du pelvis avec des cloisons intrakystiques en nid d'abeilles, sans végétations intra ou exokystiques ou épanchement péritonéal."
FR100614,montré,EVENT,Non annoté,Indéterminé,Aucun,"La tomodensitométrie pelvienne a montré une masse pelvienne supra et latéro-utérinedroite, liquidienne, multicloisonées avec réhaussement des cloisons et des vegétations endokystiques mesurant jusqu'au 20 mm d'épaisseur."
FR100614,trouvé,EVENT,Non annoté,Indéterminé,Aucun,"L'exploration chirurgicale a trouvé un kyste pelvien de 30 cm de diamètre adhérent aux organes de voisinage, L'exploration péritonéale à la recherche d'une autre localisation était négative."
FR100614,dissémination,EVENT,Non annoté,Indéterminé,Aucun,L'intervention chirurgicale a été réalisée avec toutes les mesures de protection pour éviter une éventuelle dissémination secondaire.
FR100614,douleur pelvienne,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une patiente âgée de 24 ans, célibataire, sans antécédent pathologique particulier, le début de ses symptômes remonte à quatre mois avant son admission par une douleur pelvienne à type de pesanteur d'aggravationprogressive associé à une augmentation progressivedu volume abdominopelvien, sans troubles urinaires ou digestifs associés, évoluant dans un contexte d'apyrexie et conservation de l'état général."
FR100614,augmentation progressivedu volume abdominopelvien,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une patiente âgée de 24 ans, célibataire, sans antécédent pathologique particulier, le début de ses symptômes remonte à quatre mois avant son admission par une douleur pelvienne à type de pesanteur d'aggravationprogressive associé à une augmentation progressivedu volume abdominopelvien, sans troubles urinaires ou digestifs associés, évoluant dans un contexte d'apyrexie et conservation de l'état général."
FR100614,troubles urinaires ou digestifs,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une patiente âgée de 24 ans, célibataire, sans antécédent pathologique particulier, le début de ses symptômes remonte à quatre mois avant son admission par une douleur pelvienne à type de pesanteur d'aggravationprogressive associé à une augmentation progressivedu volume abdominopelvien, sans troubles urinaires ou digestifs associés, évoluant dans un contexte d'apyrexie et conservation de l'état général."
FR100614,troubles urinaires,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une patiente âgée de 24 ans, célibataire, sans antécédent pathologique particulier, le début de ses symptômes remonte à quatre mois avant son admission par une douleur pelvienne à type de pesanteur d'aggravationprogressive associé à une augmentation progressivedu volume abdominopelvien, sans troubles urinaires ou digestifs associés, évoluant dans un contexte d'apyrexie et conservation de l'état général."
FR100614,apyrexie,CLINENTITY,Non annoté,Indéterminé,Aucun,"Il s'agit d'une patiente âgée de 24 ans, célibataire, sans antécédent pathologique particulier, le début de ses symptômes remonte à quatre mois avant son admission par une douleur pelvienne à type de pesanteur d'aggravationprogressive associé à une augmentation progressivedu volume abdominopelvien, sans troubles urinaires ou digestifs associés, évoluant dans un contexte d'apyrexie et conservation de l'état général."
FR100614,masse abdominopelvienne médiane,CLINENTITY,Non annoté,Indéterminé,Aucun,"L'examen clinique à trouvé une masse abdominopelvienne médiane, mesurant environ 30 cm de diamètre, arrivant à plus de trois travers de doigts au dessus de l'ombilic, légèrement mobilisable, de consistance ferme, bien limitée, sensible."
FR100614,masse,CLINENTITY,Non annoté,Indéterminé,Aucun,"L'échographique a mis en évidence une énorme masse anéchogène, occupant la totalité du pelvis avec des cloisons intrakystiques en nid d'abeilles, sans végétations intra ou exokystiques ou épanchement péritonéal."
FR100614,épanchement péritonéal,CLINENTITY,Non annoté,Indéterminé,Aucun,"L'échographique a mis en évidence une énorme masse anéchogène, occupant la totalité du pelvis avec des cloisons intrakystiques en nid d'abeilles, sans végétations intra ou exokystiques ou épanchement péritonéal."
FR100614,masse pelvienne,CLINENTITY,Non annoté,Indéterminé,Aucun,"La tomodensitométrie pelvienne a montré une masse pelvienne supra et latéro-utérinedroite, liquidienne, multicloisonées avec réhaussement des cloisons et des vegétations endokystiques mesurant jusqu'au 20 mm d'épaisseur."
FR100614,kyste pelvien,CLINENTITY,Non annoté,Indéterminé,Aucun,"L'exploration chirurgicale a trouvé un kyste pelvien de 30 cm de diamètre adhérent aux organes de voisinage, L'exploration péritonéale à la recherche d'une autre localisation était négative."
FR100614,vésicules,CLINENTITY,Non annoté,Indéterminé,Aucun,"Une rupture accidentelle s'est produite, avec issue de multiples vésicules filles Lors de la libération de la masse de ses adhérences,."
FR100614,masse,CLINENTITY,Non annoté,Indéterminé,Aucun,"Une rupture accidentelle s'est produite, avec issue de multiples vésicules filles Lors de la libération de la masse de ses adhérences,."
FR100614,récidive,CLINENTITY,Non annoté,Indéterminé,Aucun,"Devant ce tableau ambiguë, Une sérologie hydatique à été demandée, elle s'est révélée positive, La patiente a été mise sous traitement médicale a base d'albendazole, actuellement, elle est suivie en consultation de gastroentérologie, avec un recul de trois ans sans récidive locale oupéritonéale."
FR100614,doigts,BODYPART,Non annoté,Indéterminé,Aucun,"L'examen clinique à trouvé une masse abdominopelvienne médiane, mesurant environ 30 cm de diamètre, arrivant à plus de trois travers de doigts au dessus de l'ombilic, légèrement mobilisable, de consistance ferme, bien limitée, sensible."
FR100614,"l'ombilic, légèrement mobilisable, de consistance ferme, bien limitée, sensible",BODYPART,Non annoté,Indéterminé,Aucun,"L'examen clinique à trouvé une masse abdominopelvienne médiane, mesurant environ 30 cm de diamètre, arrivant à plus de trois travers de doigts au dessus de l'ombilic, légèrement mobilisable, de consistance ferme, bien limitée, sensible."
FR100614,du pelvis,BODYPART,Non annoté,Indéterminé,Aucun,"L'échographique a mis en évidence une énorme masse anéchogène, occupant la totalité du pelvis avec des cloisons intrakystiques en nid d'abeilles, sans végétations intra ou exokystiques ou épanchement péritonéal."
FR100614,une patiente âgée de 24 ans,ACTOR,Non annoté,Indéterminé,Aucun,"Il s'agit d'une patiente âgée de 24 ans, célibataire, sans antécédent pathologique particulier, le début de ses symptômes remonte à quatre mois avant son admission par une douleur pelvienne à type de pesanteur d'aggravationprogressive associé à une augmentation progressivedu volume abdominopelvien, sans troubles urinaires ou digestifs associés, évoluant dans un contexte d'apyrexie et conservation de l'état général."
FR100614,La patiente,ACTOR,Non annoté,Indéterminé,Aucun,"Devant ce tableau ambiguë, Une sérologie hydatique à été demandée, elle s'est révélée positive, La patiente a été mise sous traitement médicale a base d'albendazole, actuellement, elle est suivie en consultation de gastroentérologie, avec un recul de trois ans sans récidive locale oupéritonéale."
FR100614,elle,ACTOR,Non annoté,Indéterminé,Aucun,"Devant ce tableau ambiguë, Une sérologie hydatique à été demandée, elle s'est révélée positive, La patiente a été mise sous traitement médicale a base d'albendazole, actuellement, elle est suivie en consultation de gastroentérologie, avec un recul de trois ans sans récidive locale oupéritonéale."
FR100620,antécédents,EVENT,CONTAINS,toux,EVENT,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,antécédents,EVENT,OVERLAP,porteur,EVENT,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,antécédents,EVENT,OVERLAP,consommateur,EVENT,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,antécédents,EVENT,OVERLAP,pneumothorax,EVENT,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,antécédents,EVENT,OVERLAP,tabagique,EVENT,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,antécédents,EVENT,CONTAINS,dyspnée,EVENT,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,antécédents,EVENT,CONTAINS,infections,EVENT,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,antécédents,EVENT,OVERLAP,présenté,EVENT,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,infections,EVENT,SIMULTANEOUS,2 ans,TIMEX3,"Mr R.Y, âgé de 22 ans, porteur de charges de profession, tabagique à 8PA, consommateur de Cannabis, ayant comme antécédents une toux productive, une dyspnée stade III de Sadoul et des infections respiratoires à répétition à raison de 8 épisodes/an depuis 2 ans."
FR100620,présenté,EVENT,SIMULTANEOUS,douleur,EVENT,"Le patient avait présenté de façon brutale une douleur basithoracique droite spontanée, en coup de poignard, associée à une dyspnée stade V de Sadoul et à une toux productive ramenant des expectorations blanchâtres, le tout évoluant dans un contexte d'apyrexie et de conservation de l'état général."
FR100620,présenté,EVENT,BEFORE,examen,EVENT,"Le patient avait présenté de façon brutale une douleur basithoracique droite spontanée, en coup de poignard, associée à une dyspnée stade V de Sadoul et à une toux productive ramenant des expectorations blanchâtres, le tout évoluant dans un contexte d'apyrexie et de conservation de l'état général."
FR100620,dyspnée,EVENT,CONTAINS,présenté,EVENT,"Le patient avait présenté de façon brutale une douleur basithoracique droite spontanée, en coup de poignard, associée à une dyspnée stade V de Sadoul et à une toux productive ramenant des expectorations blanchâtres, le tout évoluant dans un contexte d'apyrexie et de conservation de l'état général."
FR100620,toux,EVENT,CONTAINS,expectorations,EVENT,"Le patient avait présenté de façon brutale une douleur basithoracique droite spontanée, en coup de poignard, associée à une dyspnée stade V de Sadoul et à une toux productive ramenant des expectorations blanchâtres, le tout évoluant dans un contexte d'apyrexie et de conservation de l'état général."
FR100620,toux,EVENT,CONTAINS,présenté,EVENT,"Le patient avait présenté de façon brutale une douleur basithoracique droite spontanée, en coup de poignard, associée à une dyspnée stade V de Sadoul et à une toux productive ramenant des expectorations blanchâtres, le tout évoluant dans un contexte d'apyrexie et de conservation de l'état général."
FR100620,apyrexie,EVENT,CONTAINS,présenté,EVENT,"Le patient avait présenté de façon brutale une douleur basithoracique droite spontanée, en coup de poignard, associée à une dyspnée stade V de Sadoul et à une toux productive ramenant des expectorations blanchâtres, le tout évoluant dans un contexte d'apyrexie et de conservation de l'état général."
FR100620,conservation,EVENT,CONTAINS,présenté,EVENT,"Le patient avait présenté de façon brutale une douleur basithoracique droite spontanée, en coup de poignard, associée à une dyspnée stade V de Sadoul et à une toux productive ramenant des expectorations blanchâtres, le tout évoluant dans un contexte d'apyrexie et de conservation de l'état général."
FR100620,examen,EVENT,BEFORE,radiographie,EVENT,"L'examen clinique a trouvé un tirage sus sternal, un DEP à 170 L/min, un syndrome d'épanchement aérique de tout l'hémithorax droit et un hippocratisme digital et des orteils manifeste."
FR100620,tirage,EVENT,CONTAINS,examen,EVENT,"L'examen clinique a trouvé un tirage sus sternal, un DEP à 170 L/min, un syndrome d'épanchement aérique de tout l'hémithorax droit et un hippocratisme digital et des orteils manifeste."
FR100620,DEP,EVENT,CONTAINS,examen,EVENT,"L'examen clinique a trouvé un tirage sus sternal, un DEP à 170 L/min, un syndrome d'épanchement aérique de tout l'hémithorax droit et un hippocratisme digital et des orteils manifeste."
FR100620,syndrome,EVENT,CONTAINS,examen,EVENT,"L'examen clinique a trouvé un tirage sus sternal, un DEP à 170 L/min, un syndrome d'épanchement aérique de tout l'hémithorax droit et un hippocratisme digital et des orteils manifeste."
FR100620,hippocratisme,EVENT,CONTAINS,examen,EVENT,"L'examen clinique a trouvé un tirage sus sternal, un DEP à 170 L/min, un syndrome d'épanchement aérique de tout l'hémithorax droit et un hippocratisme digital et des orteils manifeste."
FR100620,radiographie,EVENT,BEFORE,drainage,EVENT,La radiographie du thorax a montré une hyper clarté sans trame vasculaire de l'hémithorax droit en faveur d'un pneumothorax de grande abondance.
FR100620,clarté,EVENT,CONTAINS,radiographie,EVENT,La radiographie du thorax a montré une hyper clarté sans trame vasculaire de l'hémithorax droit en faveur d'un pneumothorax de grande abondance.
FR100620,clarté,EVENT,OVERLAP,trame,EVENT,La radiographie du thorax a montré une hyper clarté sans trame vasculaire de l'hémithorax droit en faveur d'un pneumothorax de grande abondance.
FR100620,pneumothorax,EVENT,CONTAINS,radiographie,EVENT,La radiographie du thorax a montré une hyper clarté sans trame vasculaire de l'hémithorax droit en faveur d'un pneumothorax de grande abondance.
FR100620,images,EVENT,SIMULTANEOUS,prédominent,EVENT,"Le parenchyme pulmonaire gauche est siège d'images kystiques, de taille variable, diffuses, qui prédominent aux territoires supérieurs avec une distension thoracique."
FR100620,images,EVENT,CONTAINS,radiographie,EVENT,"Le parenchyme pulmonaire gauche est siège d'images kystiques, de taille variable, diffuses, qui prédominent aux territoires supérieurs avec une distension thoracique."
FR100620,images,EVENT,SIMULTANEOUS,distension,EVENT,"Le parenchyme pulmonaire gauche est siège d'images kystiques, de taille variable, diffuses, qui prédominent aux territoires supérieurs avec une distension thoracique."
FR100620,drainage,EVENT,BEFORE,radiographie,EVENT,Un drainage thoracique a été réalisé au niveau du 4ème espace intercostal droit.
FR100620,radiographie,EVENT,BEFORE,demandé,EVENT,La radiographie thoracique de contrôle a montré un retour du poumon à la paroi.
FR100620,retour,EVENT,CONTAINS,radiographie,EVENT,La radiographie thoracique de contrôle a montré un retour du poumon à la paroi.
FR100620,lésions,EVENT,OVERLAP,visibles,EVENT,Les lésions kystiques étaient plus visibles après drainage et étaient bilatérales.
FR100620,lésions,EVENT,OVERLAP,bilatérales,EVENT,Les lésions kystiques étaient plus visibles après drainage et étaient bilatérales.
FR100620,lésions,EVENT,CONTAINS,radiographie,EVENT,Les lésions kystiques étaient plus visibles après drainage et étaient bilatérales.
FR100620,drainage,EVENT,BEFORE,visibles,EVENT,Les lésions kystiques étaient plus visibles après drainage et étaient bilatérales.
FR100620,demandé,EVENT,BEFORE,explorer,EVENT,Un complément scannographique a été demandé afin de mieux explorer les images kystiques.
FR100620,demandé,EVENT,BEFORE,aspect,EVENT,Un complément scannographique a été demandé afin de mieux explorer les images kystiques.
FR100620,demandé,EVENT,BEFORE,complément,EVENT,Un complément scannographique a été demandé afin de mieux explorer les images kystiques.
FR100620,images,EVENT,CONTAINS,explorer,EVENT,Un complément scannographique a été demandé afin de mieux explorer les images kystiques.
FR100620,formations,EVENT,OVERLAP,épaississement,EVENT,"Il s'agissait de multiples formations kystiques diffuses prédominant au niveau des lobes supérieurs, de taille variable, à parois fines et confluentes par endroits."
FR100620,formations,EVENT,CONTAINS,demandé,EVENT,"Il s'agissait de multiples formations kystiques diffuses prédominant au niveau des lobes supérieurs, de taille variable, à parois fines et confluentes par endroits."
FR100620,épaississement,EVENT,OVERLAP,aspect,EVENT,Il s'y associait un épaississement des septas inter lobulaires et sous pleural diffus et un aspect en verre dépoli au niveau des deux pyramides basales.
FR100620,épaississement,EVENT,OVERLAP,lésions,EVENT,Il s'y associait un épaississement des septas inter lobulaires et sous pleural diffus et un aspect en verre dépoli au niveau des deux pyramides basales.
FR100620,aspect,EVENT,BEFORE,bronchoscopie,EVENT,L'aspect scannographique était en faveur d'une HistiocytoseLangerhansienne.
FR100620,HistiocytoseLangerhansienne,EVENT,CONTAINS,aspect,EVENT,L'aspect scannographique était en faveur d'une HistiocytoseLangerhansienne.
FR100620,bronchoscopie,EVENT,CONTAINS,biopsies,EVENT,Une bronchoscopie a été réalisée avec lavage broncho alvéolaire LBA et biopsies étagées à droite et à gauche.
FR100620,bronchoscopie,EVENT,CONTAINS,lavage,EVENT,Une bronchoscopie a été réalisée avec lavage broncho alvéolaire LBA et biopsies étagées à droite et à gauche.
FR100620,bronchoscopie,EVENT,BEFORE,bilan,EVENT,Une bronchoscopie a été réalisée avec lavage broncho alvéolaire LBA et biopsies étagées à droite et à gauche.
FR100620,aspect,EVENT,CONTAINS,bronchoscopie,EVENT,L'aspect endoscopique était normal ainsi que les résultats des biopsies faites et du LBA.
FR100620,aspect,EVENT,CONTAINS,résultats,EVENT,L'aspect endoscopique était normal ainsi que les résultats des biopsies faites et du LBA.
FR100620,bilan,EVENT,CONTAINS,TM6M,EVENT,"Un bilan de retentissement a été fait: la pléthysmographie a montré un trouble ventilatoire obstructif sévère non réversible après bronchodilatateurs avec une Tiffeneau < 0,7, un VEMS après BD de 1,85L soit 45% de la théorique et une importante distension thoracique (VR/CPT 216%); la gazométrie était normale; le TM6M a mis en évidence une distance parcourue correspondant à 70% de la théorique."
FR100620,bilan,EVENT,CONTAINS,pléthysmographie,EVENT,"Un bilan de retentissement a été fait: la pléthysmographie a montré un trouble ventilatoire obstructif sévère non réversible après bronchodilatateurs avec une Tiffeneau < 0,7, un VEMS après BD de 1,85L soit 45% de la théorique et une importante distension thoracique (VR/CPT 216%); la gazométrie était normale; le TM6M a mis en évidence une distance parcourue correspondant à 70% de la théorique."
FR100620,bilan,EVENT,BEFORE,bilan,EVENT,"Un bilan de retentissement a été fait: la pléthysmographie a montré un trouble ventilatoire obstructif sévère non réversible après bronchodilatateurs avec une Tiffeneau < 0,7, un VEMS après BD de 1,85L soit 45% de la théorique et une importante distension thoracique (VR/CPT 216%); la gazométrie était normale; le TM6M a mis en évidence une distance parcourue correspondant à 70% de la théorique."
FR100620,trouble,EVENT,CONTAINS,pléthysmographie,EVENT,"Un bilan de retentissement a été fait: la pléthysmographie a montré un trouble ventilatoire obstructif sévère non réversible après bronchodilatateurs avec une Tiffeneau < 0,7, un VEMS après BD de 1,85L soit 45% de la théorique et une importante distension thoracique (VR/CPT 216%); la gazométrie était normale; le TM6M a mis en évidence une distance parcourue correspondant à 70% de la théorique."
FR100620,VEMS,EVENT,CONTAINS,pléthysmographie,EVENT,"Un bilan de retentissement a été fait: la pléthysmographie a montré un trouble ventilatoire obstructif sévère non réversible après bronchodilatateurs avec une Tiffeneau < 0,7, un VEMS après BD de 1,85L soit 45% de la théorique et une importante distension thoracique (VR/CPT 216%); la gazométrie était normale; le TM6M a mis en évidence une distance parcourue correspondant à 70% de la théorique."
FR100620,distension,EVENT,CONTAINS,pléthysmographie,EVENT,"Un bilan de retentissement a été fait: la pléthysmographie a montré un trouble ventilatoire obstructif sévère non réversible après bronchodilatateurs avec une Tiffeneau < 0,7, un VEMS après BD de 1,85L soit 45% de la théorique et une importante distension thoracique (VR/CPT 216%); la gazométrie était normale; le TM6M a mis en évidence une distance parcourue correspondant à 70% de la théorique."
FR100620,gazométrie,EVENT,CONTAINS,pléthysmographie,EVENT,"Un bilan de retentissement a été fait: la pléthysmographie a montré un trouble ventilatoire obstructif sévère non réversible après bronchodilatateurs avec une Tiffeneau < 0,7, un VEMS après BD de 1,85L soit 45% de la théorique et une importante distension thoracique (VR/CPT 216%); la gazométrie était normale; le TM6M a mis en évidence une distance parcourue correspondant à 70% de la théorique."
FR100620,distance,EVENT,CONTAINS,TM6M,EVENT,"Un bilan de retentissement a été fait: la pléthysmographie a montré un trouble ventilatoire obstructif sévère non réversible après bronchodilatateurs avec une Tiffeneau < 0,7, un VEMS après BD de 1,85L soit 45% de la théorique et une importante distension thoracique (VR/CPT 216%); la gazométrie était normale; le TM6M a mis en évidence une distance parcourue correspondant à 70% de la théorique."
FR100620,bilan,EVENT,CONTAINS,panoramique,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,bilan,EVENT,CONTAINS,échographie,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,bilan,EVENT,BEFORE,bilan,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,bilan,EVENT,CONTAINS,examen,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,bilan,EVENT,CONTAINS,scintigraphie,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,bilan,EVENT,CONTAINS,radiographies,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,bilan,EVENT,OVERLAP,lyse,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,échographie,EVENT,OVERLAP,nodules,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,hépatomégalie,EVENT,CONTAINS,échographie,EVENT,"Un bilan à la recherche des autres manifestations systémiques de l'Histiocytose a été fait: radiographies du thorax, bassin, crâne et panoramique dentaire: aucune lyse osseuse n'a été retrouvée; scintigraphie osseuse: normale; l'examen dermatologique et des aires ganglionnaires était normal; l'échographie abdominale a montré une hépatomégalie homogène sans nodules palpables."
FR100620,bilan,EVENT,OVERLAP,hyperleucocytose,EVENT,Un bilan biologique a été fait et a montré un syndrome inflammatoire biologique sans hyperleucocytose ni anomalies des autres lignées.
FR100620,bilan,EVENT,OVERLAP,anomalies,EVENT,Un bilan biologique a été fait et a montré un syndrome inflammatoire biologique sans hyperleucocytose ni anomalies des autres lignées.
FR100620,bilan,EVENT,BEFORE,évolution,EVENT,Un bilan biologique a été fait et a montré un syndrome inflammatoire biologique sans hyperleucocytose ni anomalies des autres lignées.
FR100620,syndrome,EVENT,CONTAINS,bilan,EVENT,Un bilan biologique a été fait et a montré un syndrome inflammatoire biologique sans hyperleucocytose ni anomalies des autres lignées.
FR100620,évolution,EVENT,OVERLAP,pleurodèse,EVENT,L'évolution a été marquée par une récidive homolatérale du pneumothorax.
FR100620,évolution,EVENT,CONTAINS,récidive,EVENT,L'évolution a été marquée par une récidive homolatérale du pneumothorax.
FR100620,pleurodèse,EVENT,BEFORE,biopsie,EVENT,Une pleurodèse droite ainsi qu'une biopsie pulmonaire chirurgicale ont été réalisés.
