id_CR,doc,mention_id,Longueur,nature_premier_maillon,FS_premier_maillon,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18
FR100620_CHAINE_c97,FR100620,c97,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c98,FR100620,c98,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c99,FR100620,c99,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c100,FR100620,c100,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c101,FR100620,c101,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c103,FR100620,c103,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c102,FR100620,c102,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c104,FR100620,c104,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c105,FR100620,c105,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c107,FR100620,c107,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c108,FR100620,c108,2,SNind,autre,SNind,SNdef,,,,,,,,,,,,,,,,
FR100620_CHAINE_c106,FR100620,c106,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c110,FR100620,c110,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c109,FR100620,c109,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c111,FR100620,c111,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c112,FR100620,c112,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c113,FR100620,c113,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c117,FR100620,c117,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c116,FR100620,c116,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c115,FR100620,c115,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c118,FR100620,c118,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100620_CHAINE_c114,FR100620,c114,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c1,FR100623,c1,2,Pro,Suj,Pro,Pro,,,,,,,,,,,,,,,,
FR100623_CHAINE_c3,FR100623,c3,2,SNind,autre,SNind,Pro,,,,,,,,,,,,,,,,
FR100623_CHAINE_c2,FR100623,c2,2,SNdef,OD,SNdef,SNdem,,,,,,,,,,,,,,,,
FR100623_CHAINE_c6,FR100623,c6,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c5,FR100623,c5,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c7,FR100623,c7,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c9,FR100623,c9,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c10,FR100623,c10,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c8,FR100623,c8,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c4,FR100623,c4,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c11,FR100623,c11,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c12,FR100623,c12,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c13,FR100623,c13,2,SNdef,Suj,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100623_CHAINE_c15,FR100623,c15,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c16,FR100623,c16,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c17,FR100623,c17,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c14,FR100623,c14,2,SNind,OD,SNind,SNdem,,,,,,,,,,,,,,,,
FR100623_CHAINE_c20,FR100623,c20,3,SNdef,autre,SNdef,SNdef,Poss,,,,,,,,,,,,,,,
FR100623_CHAINE_c19,FR100623,c19,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c18,FR100623,c18,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c21,FR100623,c21,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c23,FR100623,c23,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c24,FR100623,c24,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c26,FR100623,c26,3,SNdef,autre,SNdef,SNdef,SNdef,,,,,,,,,,,,,,,
FR100623_CHAINE_c25,FR100623,c25,3,SN∅,Obl,SN∅,SN∅,SN∅,,,,,,,,,,,,,,,
FR100623_CHAINE_c22,FR100623,c22,2,SNind,Obl,SNind,SN∅,,,,,,,,,,,,,,,,
FR100623_CHAINE_c28,FR100623,c28,1,Poss,autre,Poss,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c27,FR100623,c27,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c29,FR100623,c29,3,SNdef,Suj,SNdef,SNdef,SNdef,,,,,,,,,,,,,,,
FR100623_CHAINE_c31,FR100623,c31,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c33,FR100623,c33,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c32,FR100623,c32,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c30,FR100623,c30,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c35,FR100623,c35,1,Pro,autre,Pro,,,,,,,,,,,,,,,,,
FR100623_CHAINE_c34,FR100623,c34,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c2,FR100629,c2,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c3,FR100629,c3,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c4,FR100629,c4,1,SN∅,OD,SN∅,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c5,FR100629,c5,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c1,FR100629,c1,4,Pro,Suj,Pro,SNind,SNdef,Poss,,,,,,,,,,,,,,
FR100629_CHAINE_c6,FR100629,c6,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c7,FR100629,c7,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c8,FR100629,c8,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c10,FR100629,c10,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c11,FR100629,c11,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c12,FR100629,c12,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c13,FR100629,c13,2,SN∅,autre,SN∅,SN∅,,,,,,,,,,,,,,,,
FR100629_CHAINE_c15,FR100629,c15,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c16,FR100629,c16,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c14,FR100629,c14,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c17,FR100629,c17,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c19,FR100629,c19,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100629_CHAINE_c18,FR100629,c18,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c9,FR100629,c9,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c20,FR100629,c20,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c23,FR100629,c23,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c22,FR100629,c22,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c21,FR100629,c21,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c24,FR100629,c24,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c25,FR100629,c25,2,SNind,autre,SNind,Pro,,,,,,,,,,,,,,,,
FR100629_CHAINE_c26,FR100629,c26,1,SNind,Suj,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c27,FR100629,c27,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c28,FR100629,c28,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c29,FR100629,c29,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c31,FR100629,c31,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c30,FR100629,c30,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c32,FR100629,c32,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c34,FR100629,c34,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c33,FR100629,c33,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c35,FR100629,c35,2,SNind,autre,SNind,Pro,,,,,,,,,,,,,,,,
FR100629_CHAINE_c36,FR100629,c36,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c38,FR100629,c38,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c39,FR100629,c39,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c40,FR100629,c40,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c41,FR100629,c41,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c37,FR100629,c37,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c43,FR100629,c43,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c44,FR100629,c44,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c42,FR100629,c42,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c45,FR100629,c45,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c46,FR100629,c46,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c47,FR100629,c47,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c48,FR100629,c48,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c49,FR100629,c49,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c50,FR100629,c50,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c51,FR100629,c51,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c52,FR100629,c52,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c53,FR100629,c53,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c55,FR100629,c55,2,SN∅,Obl,SN∅,SN∅,,,,,,,,,,,,,,,,
FR100629_CHAINE_c56,FR100629,c56,2,SNind,autre,SNind,Poss,,,,,,,,,,,,,,,,
FR100629_CHAINE_c57,FR100629,c57,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c58,FR100629,c58,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c59,FR100629,c59,2,Autre,autre,Autre,Autre,,,,,,,,,,,,,,,,
FR100629_CHAINE_c60,FR100629,c60,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c61,FR100629,c61,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c54,FR100629,c54,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c62,FR100629,c62,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c63,FR100629,c63,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c64,FR100629,c64,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c65,FR100629,c65,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c66,FR100629,c66,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c68,FR100629,c68,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c67,FR100629,c67,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c70,FR100629,c70,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c71,FR100629,c71,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100629_CHAINE_c69,FR100629,c69,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c1,FR100632,c1,4,SNind,Suj,SNind,SNind,SNind,SNdef,,,,,,,,,,,,,,
FR100632_CHAINE_c2,FR100632,c2,1,SNdef,Obl,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c4,FR100632,c4,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100632_CHAINE_c6,FR100632,c6,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100632_CHAINE_c5,FR100632,c5,2,SNdef,Obl,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100632_CHAINE_c7,FR100632,c7,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100632_CHAINE_c3,FR100632,c3,2,SNind,Obl,SNind,SN∅,,,,,,,,,,,,,,,,
FR100632_CHAINE_c9,FR100632,c9,1,SNnum,Obl,SNnum,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c10,FR100632,c10,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c8,FR100632,c8,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c11,FR100632,c11,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c12,FR100632,c12,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c13,FR100632,c13,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c15,FR100632,c15,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c17,FR100632,c17,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c16,FR100632,c16,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c18,FR100632,c18,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c19,FR100632,c19,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c20,FR100632,c20,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c14,FR100632,c14,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c21,FR100632,c21,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c22,FR100632,c22,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c23,FR100632,c23,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c24,FR100632,c24,1,Autre,Obl,Autre,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c25,FR100632,c25,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c26,FR100632,c26,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c27,FR100632,c27,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c28,FR100632,c28,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c29,FR100632,c29,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c31,FR100632,c31,2,Autre,autre,Autre,Autre,,,,,,,,,,,,,,,,
FR100632_CHAINE_c30,FR100632,c30,1,SNind,Obl,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c32,FR100632,c32,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c33,FR100632,c33,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c35,FR100632,c35,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c34,FR100632,c34,1,SN∅,OD,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c38,FR100632,c38,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c37,FR100632,c37,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c36,FR100632,c36,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c40,FR100632,c40,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c39,FR100632,c39,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c41,FR100632,c41,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c42,FR100632,c42,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c44,FR100632,c44,1,Autre,Obl,Autre,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c43,FR100632,c43,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c45,FR100632,c45,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c46,FR100632,c46,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c47,FR100632,c47,2,SNind,autre,SNind,SNind,,,,,,,,,,,,,,,,
FR100632_CHAINE_c48,FR100632,c48,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c50,FR100632,c50,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c49,FR100632,c49,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c52,FR100632,c52,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c51,FR100632,c51,2,Pro,autre,Pro,SNnum,,,,,,,,,,,,,,,,
FR100632_CHAINE_c53,FR100632,c53,1,Autre,autre,Autre,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c54,FR100632,c54,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c55,FR100632,c55,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c56,FR100632,c56,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c58,FR100632,c58,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c60,FR100632,c60,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c59,FR100632,c59,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c61,FR100632,c61,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c62,FR100632,c62,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c63,FR100632,c63,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c64,FR100632,c64,2,SNdef,autre,SNdef,Np,,,,,,,,,,,,,,,,
FR100632_CHAINE_c57,FR100632,c57,1,Pro,autre,Pro,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c66,FR100632,c66,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c65,FR100632,c65,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c68,FR100632,c68,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c69,FR100632,c69,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c67,FR100632,c67,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c70,FR100632,c70,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c71,FR100632,c71,1,SNind,OD,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c73,FR100632,c73,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c74,FR100632,c74,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c72,FR100632,c72,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c75,FR100632,c75,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c76,FR100632,c76,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c77,FR100632,c77,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c78,FR100632,c78,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c79,FR100632,c79,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c80,FR100632,c80,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c81,FR100632,c81,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c82,FR100632,c82,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c83,FR100632,c83,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c84,FR100632,c84,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c85,FR100632,c85,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c86,FR100632,c86,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c89,FR100632,c89,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c88,FR100632,c88,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c87,FR100632,c87,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c92,FR100632,c92,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c91,FR100632,c91,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c90,FR100632,c90,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c93,FR100632,c93,1,SN∅,OD,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c95,FR100632,c95,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c96,FR100632,c96,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c94,FR100632,c94,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c98,FR100632,c98,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c99,FR100632,c99,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c97,FR100632,c97,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c100,FR100632,c100,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c103,FR100632,c103,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c102,FR100632,c102,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c104,FR100632,c104,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c101,FR100632,c101,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c106,FR100632,c106,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c107,FR100632,c107,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c105,FR100632,c105,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c110,FR100632,c110,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c109,FR100632,c109,2,SNdef,autre,SNdef,SNdef,,,,,,,,,,,,,,,,
FR100632_CHAINE_c111,FR100632,c111,1,Np,Obl,Np,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c113,FR100632,c113,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c114,FR100632,c114,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c115,FR100632,c115,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c116,FR100632,c116,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c117,FR100632,c117,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c118,FR100632,c118,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c112,FR100632,c112,1,Np,autre,Np,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c108,FR100632,c108,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c120,FR100632,c120,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c119,FR100632,c119,1,SNdef,Suj,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c121,FR100632,c121,1,SNdef,OD,SNdef,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c122,FR100632,c122,2,SNdef,Suj,SNdef,Pro,,,,,,,,,,,,,,,,
FR100632_CHAINE_c123,FR100632,c123,1,SNind,autre,SNind,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c125,FR100632,c125,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c124,FR100632,c124,1,SN∅,Obl,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c127,FR100632,c127,1,SN∅,autre,SN∅,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c129,FR100632,c129,1,SNnum,autre,SNnum,,,,,,,,,,,,,,,,,
FR100632_CHAINE_c128,FR100632,c128,1,SNdef,autre,SNdef,,,,,,,,,,,,,,,,,
