doc_id,source_id,mention_source,source_texte,source_tag,source_docTimeRel,source_eventType,source_contextualModality,source_polarity,source_timexType,relation_type,target_id,mention_target,target_texte,target_tag,target_docTimeRel,target_eventType,target_contextualModality,target_polarity,target_timexType
FR100620,9401,singleton,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9446,singleton,nodules,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100620,9431/10636,singleton,hépatomégalie,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9401,singleton,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9461,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9506/9851,singleton,hyperleucocytose,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100620,9461,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9521,singleton,anomalies,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100620,9461,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9536,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9491,singleton,syndrome,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9461,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9536,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9566,singleton,pleurodèse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9536,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9551,singleton,récidive,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9566,singleton,pleurodèse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9581,c108,biopsie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9566,singleton,pleurodèse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9596,c108,biopsie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9596,c108,biopsie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,9656,singleton,prise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9626/9859,singleton,granulome,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9596,c108,biopsie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9641,c87,Histiocytose,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9596,c108,biopsie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9656,singleton,prise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9671,singleton,sevrage,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9656,singleton,prise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,9686,singleton,corticothérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9686,singleton,corticothérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9716,singleton,vaccination,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100620,9686,singleton,corticothérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,9701,singleton,Beta 2 mimétique,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2453,non détecté,consulté,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,2438,non détecté,rapportons,EVENT,OVERLAP,N/A,ACTUAL,POS,Non concerné
FR100623,2453,non détecté,consulté,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,2528,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2468,singleton,douleur,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,2453,non détecté,consulté,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2483/2911,singleton,vomissements,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,2453,non détecté,consulté,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2498,singleton,matières,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,2453,non détecté,consulté,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2513/2919,singleton,gaz,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,2453,non détecté,consulté,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2528,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,2573,c13,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2528,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,2558,non détecté,particularité,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100623,2528,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,2543,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2543,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,2558,non détecté,particularité,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100623,2573,c13,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,2663,singleton,tomodensitométrie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2603/2927,c14,masse,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,2633,non détecté,signal,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100623,2603/2927,c14,masse,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,2618,non détecté,homogène,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2603/2927,c14,masse,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,2648,singleton,signe,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2603/2927,c14,masse,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,2573,c13,échographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2663,singleton,tomodensitométrie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,2798,non détecté,retenu,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2678/2943,c14,masse,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,2693,c22,formation,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2678/2943,c14,masse,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,2663,singleton,tomodensitométrie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2693,c22,formation,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,2708,non détecté,limitée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2693,c22,formation,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,2723,singleton,effet,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2693,c22,formation,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,2738/2959,c25,volvulus,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2753,singleton,disposition,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,2768,non détecté,normale,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2753,singleton,disposition,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,2663,singleton,tomodensitométrie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2783/2967,c25,volvulus,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,2798,non détecté,retenu,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2798,non détecté,retenu,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,2813,singleton,prise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2813,singleton,prise,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,2828,singleton,analyse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100623,2828,singleton,analyse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,2858,c29,diagnostic,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4713,singleton,antécédents,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4728,singleton,tabagisme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4713,singleton,antécédents,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,5547,singleton,Janvier 2014,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DATE
FR100629,4743/5343,singleton,dyspnée,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,4758,singleton,douleurs,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4908,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,4923,singleton,radiographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4803/5359,non détecté,polypniéque,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4818/5367,singleton,tachycarde,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4833,singleton,SaO2,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4848/5375,non détecté,apyrétique,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4863,singleton,syndrome,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4863,singleton,syndrome,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,4878/5391,singleton,douleur,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4878/5391,singleton,douleur,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4893,singleton,anomalies,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,OVERLAP,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4923,singleton,radiographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5043,singleton,thoracoscopie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4923,singleton,radiographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,4968,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4953,singleton,opacité,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4923,singleton,radiographie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,4968,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,SIMULTANEOUS,4983,non détecté,tomodensitométrie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5013,singleton,épanchement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4968,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5013,singleton,épanchement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,5028,singleton,épaississement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5028,singleton,épaississement,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,4968,singleton,TDM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5043,singleton,thoracoscopie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5118,singleton,marquage,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5043,singleton,thoracoscopie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5088,singleton,immuno histochimie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5043,singleton,thoracoscopie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5058,singleton,biopsie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5073,c35,sarcome,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5043,singleton,thoracoscopie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5103,singleton,expression,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5088,singleton,immuno histochimie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5118,singleton,marquage,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5133,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5118,singleton,marquage,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5148,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5148,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5193,non détecté,décision,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5178,singleton,métastases,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5148,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5193,non détecté,décision,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5268,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5193,non détecté,décision,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5208,c56,chimiothérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5208,c56,chimiothérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5223,singleton,bithérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5223,singleton,bithérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5253,singleton,Ifosfamide,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5223,singleton,bithérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,5238,singleton,doxorubicine,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5268,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,ENDS-ON,5283,singleton,décès,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5268,singleton,évolution,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,5298,c56,chimiothérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5313,singleton,détresse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5283,singleton,décès,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5328,singleton,mesures,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,5283,singleton,décès,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5538,singleton,10 ans,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,SIMULTANEOUS,4728,singleton,tabagisme,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5547,singleton,Janvier 2014,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DATE,CONTAINS,4773,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5547,singleton,Janvier 2014,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DATE,CONTAINS,4743/5343,singleton,dyspnée,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5547,singleton,Janvier 2014,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DATE,CONTAINS,4758,singleton,douleurs,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5556,c59,J1,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DATE,CONTAINS,5238,singleton,doxorubicine,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5565,singleton,3 jours,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,SIMULTANEOUS,5253,singleton,Ifosfamide,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5574,singleton,quelques jours,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,ENDS-ON,5283,singleton,décès,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100629,5574,singleton,quelques jours,TIMEX3,Non concerné,Non concerné,Non concerné,Non concerné,DURATION,BEGINS-ON,5298,c56,chimiothérapie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8205,non détecté,admis,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8295,singleton,interrogatoire,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8220,singleton,trouble,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8250,c7,troubles,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8220,singleton,trouble,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8205,non détecté,admis,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8220,singleton,trouble,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8235,c5,paresthésies,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8235,c5,paresthésies,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8205,non détecté,admis,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8250,c7,troubles,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8205,non détecté,admis,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8265/9354,singleton,constipation,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8280,singleton,apyrexie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8265/9354,singleton,constipation,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8205,non détecté,admis,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8295,singleton,interrogatoire,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,OVERLAP,8310,singleton,antécédent,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8295,singleton,interrogatoire,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8400,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8310,singleton,antécédent,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,CONTAINS,8355/9378,singleton,ictère,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8310,singleton,antécédent,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,CONTAINS,8325,singleton,notion,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8310,singleton,antécédent,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,CONTAINS,8340,c7,troubles,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8310,singleton,antécédent,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,CONTAINS,8385,singleton,vaccination,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8310,singleton,antécédent,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,CONTAINS,8370,singleton,épisode,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8400,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8475,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8400,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8460,singleton,constantes,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8430,singleton,état,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8400,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8445,non détecté,apyrétique,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8400,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8475,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8565,non détecté,conservée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8475,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8655,singleton,IRM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8505,non détecté,conscient,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8475,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8520/9394,non détecté,ataxie,EVENT/CLINENTITY,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8475,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8535,non détecté,abolies,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8475,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8550,non détecté,diminuée,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8475,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8580,singleton,trouble,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,OVERLAP,8475,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8580,singleton,trouble,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,OVERLAP,8625,singleton,atteinte,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8580,singleton,trouble,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,OVERLAP,8640,singleton,syndrome,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8580,singleton,trouble,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné,OVERLAP,8595,singleton,signes,EVENT,BEFORE,EVIDENTIAL,ACTUAL,NEG,Non concerné
FR100632,8595,singleton,signes,EVENT,BEFORE,EVIDENTIAL,ACTUAL,NEG,Non concerné,SIMULTANEOUS,8610,singleton,atteinte,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8655,singleton,IRM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8715,singleton,IRM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8685,singleton,anomalie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8655,singleton,IRM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8700,c47,myélite,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8655,singleton,IRM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8715,singleton,IRM,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8730,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8730,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8790,singleton,examen,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8730,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8820,singleton,recherche,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8730,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8805,singleton,culture,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8730,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8835,singleton,électrophorèse,EVENT,BEFORE,N/A,ACTUAL,NEG,Non concerné
FR100632,8730,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8850,singleton,numération,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8760,singleton,albuminorachie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8730,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8775,singleton,glycorachie,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8730,singleton,étude,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8850,singleton,numération,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8865,singleton,vitesse,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8850,singleton,numération,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8880,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8880,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,BEFORE,8955,singleton,enquête,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8910,singleton,taux,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8880,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8925,singleton,Bilirubine,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8880,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8940,singleton,temps,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8880,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8955,singleton,enquête,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8985,singleton,taux,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
FR100632,8955,singleton,enquête,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné,CONTAINS,8970,singleton,bilan,EVENT,BEFORE,N/A,ACTUAL,POS,Non concerné
